,plant_id,rs,rb
11577,11977,s40,p13
11578,11978,s40,p13
11579,11979,s40,p13
11580,11980,s40,p13
11581,11981,s40,p13
11582,11982,s40,p13
11583,11988,s40,p13
11584,11989,s40,p13
11585,11990,s40,p13
11586,11991,s40,p13
11587,11992,s40,p13
11588,11993,s40,p13
11589,11994,s40,p13
11590,11995,s40,p13
11591,11996,s40,p13
11592,11997,s40,p13
11593,12010,s40,p13
11594,12011,s40,p13
11595,12012,s40,p13
11596,12013,s40,p13
11597,12014,s40,p13
11598,12015,s40,p13
11599,12016,s40,p13
11600,12017,s40,p13
11601,12018,s40,p13
11602,12019,s40,p13
11603,12020,s40,p13
11604,12021,s40,p13
11605,12022,s40,p13
11606,12023,s40,p13
11607,12024,s40,p13
11608,12025,s40,p13
11609,12029,s40,p13
11610,12034,s40,p13
11611,12035,s40,p13
11612,12036,s40,p13
11613,12037,s40,p13
11614,12038,s40,p13
11615,12039,s40,p13
11616,12040,s40,p13
11617,12041,s40,p13
11618,12042,s40,p13
11619,12044,s40,p13
11620,12045,s40,p13
11621,12046,s40,p13
11622,12051,s40,p13
11623,12052,s40,p13
11624,12053,s40,p13
11625,12054,s40,p13
11626,12055,s40,p13
11627,12056,s40,p13
11628,12254,s40,p13
11629,12255,s40,p13
11630,12256,s40,p13
11631,12257,s40,p13
11632,12258,s40,p13
11633,12259,s40,p13
11634,13954,s40,p13
11635,13962,s40,p13
11636,13963,s40,p13
11637,13969,s40,p13
11638,13977,s40,p13
11639,11342,s31,p10
11640,11343,s31,p10
11641,11353,s31,p10
11642,11354,s31,p10
11643,11355,s31,p10
11644,11362,s31,p10
11645,11363,s31,p10
11646,11364,s31,p10
11647,11365,s31,p10
11648,11366,s31,p10
11649,11367,s31,p10
11650,11368,s31,p10
11651,11369,s31,p10
11652,11370,s31,p10
11653,11371,s31,p10
11654,11372,s31,p10
11655,11373,s31,p10
11656,11375,s31,p10
11657,11376,s31,p10
11658,11397,s31,p10
11659,11404,s31,p10
11660,11405,s31,p10
11661,11406,s31,p10
11662,11407,s31,p10
11663,11409,s31,p10
11664,11410,s31,p10
11665,11411,s31,p10
11666,11412,s31,p10
11667,11413,s31,p10
11668,11414,s31,p10
11669,11415,s31,p10
11670,11416,s31,p10
11671,11417,s31,p10
11672,11418,s31,p10
11673,11423,s31,p10
11674,11424,s31,p10
11675,11425,s31,p10
11676,11426,s31,p10
11677,11452,s31,p10
11678,11453,s31,p10
11679,11454,s31,p10
11680,11455,s31,p10
11681,11464,s31,p10
11682,11465,s31,p10
11683,11466,s31,p10
11684,11467,s31,p10
11685,11468,s31,p10
11686,11469,s31,p10
11687,11470,s31,p10
11688,11471,s31,p10
11689,11472,s31,p10
11690,11473,s31,p10
11691,11474,s31,p10
11692,11475,s31,p10
11693,11476,s31,p10
11694,11477,s31,p10
11695,11478,s31,p10
11696,11479,s31,p10
11697,11483,s31,p10
11698,11484,s31,p10
11699,11485,s31,p10
11700,11486,s31,p10
11701,11487,s31,p10
11702,11488,s31,p10
11703,11497,s31,p10
11704,11498,s31,p10
11705,11499,s31,p10
11706,11500,s31,p10
11707,11503,s31,p10
11708,11504,s31,p10
11709,11505,s31,p10
11710,11506,s31,p10
11711,11507,s31,p10
11712,11508,s31,p10
11713,11509,s31,p10
11714,11510,s31,p10
11715,11511,s31,p10
11716,11518,s31,p10
11717,11519,s31,p10
11718,11525,s31,p10
11719,11526,s31,p10
11720,11527,s31,p10
11721,11528,s31,p10
11722,11536,s31,p10
11723,11537,s31,p10
11724,11538,s31,p10
11725,11539,s31,p10
11726,11540,s31,p10
11727,11541,s31,p10
11728,11542,s31,p10
11729,11543,s31,p10
11730,11544,s31,p10
11731,11545,s31,p10
11732,11546,s31,p10
11733,11547,s31,p10
11734,11553,s31,p10
11735,11554,s31,p10
11736,11555,s31,p10
11737,11556,s31,p10
11738,11557,s31,p10
11739,11558,s31,p10
11740,11559,s31,p10
11741,11560,s31,p10
11742,11561,s31,p10
11743,11562,s31,p10
11744,11570,s31,p10
11745,11571,s31,p10
11746,11574,s31,p10
11747,11575,s31,p10
11748,11576,s31,p10
11749,11582,s31,p10
11750,11593,s31,p10
11751,11594,s31,p10
11752,11595,s31,p10
11753,11596,s31,p10
11754,11597,s31,p10
11755,11598,s31,p10
11756,11599,s31,p10
11757,11600,s31,p10
11758,11601,s31,p10
11759,11602,s31,p10
11760,11603,s31,p10
11761,11605,s31,p10
11762,11606,s31,p10
11763,11607,s31,p10
11764,11608,s31,p10
11765,11609,s31,p10
11766,11610,s31,p10
11767,11611,s31,p10
11768,11612,s31,p10
11769,11613,s31,p10
11770,11614,s31,p10
11771,11621,s31,p10
11772,11622,s31,p10
11773,11624,s31,p10
11774,11625,s31,p10
11775,11626,s31,p10
11776,11628,s31,p10
11777,11629,s31,p10
11778,11630,s31,p10
11779,11631,s31,p10
11780,11632,s31,p10
11781,11633,s31,p10
11782,11634,s31,p10
11783,11639,s31,p10
11784,11640,s31,p10
11785,11641,s31,p10
11786,11642,s31,p10
11787,11643,s31,p10
11788,11644,s31,p10
11789,11645,s31,p10
11790,11646,s31,p10
11791,11647,s31,p10
11792,11648,s31,p10
11793,11649,s31,p10
11794,11650,s31,p10
11795,11720,s31,p10
11796,11721,s31,p10
11797,11722,s31,p10
11798,11764,s31,p10
11799,11814,s31,p10
11800,11881,s31,p10
11801,11882,s31,p10
11802,11883,s31,p10
11803,11884,s31,p10
11804,11885,s31,p10
11805,11906,s31,p10
11806,11907,s31,p10
11807,11908,s31,p10
11808,11909,s31,p10
11809,11910,s31,p10
11810,11911,s31,p10
11811,13955,s31,p10
11812,13960,s31,p10
11813,13964,s31,p10
11814,13965,s31,p10
11815,11359,s33,p10
11816,11360,s33,p10
11817,11361,s33,p10
11818,11459,s33,p10
11819,11501,s33,p10
11820,11502,s33,p10
11821,11551,s33,p10
11822,11552,s33,p10
11823,11651,s33,p10
11824,11652,s33,p10
11825,11653,s33,p10
11826,11654,s33,p10
11827,11656,s33,p10
11828,11658,s33,p10
11829,11659,s33,p10
11830,11660,s33,p10
11831,11661,s33,p10
11832,11662,s33,p10
11833,11663,s33,p10
11834,11664,s33,p10
11835,11665,s33,p10
11836,11666,s33,p10
11837,11667,s33,p10
11838,11668,s33,p10
11839,11669,s33,p10
11840,11670,s33,p10
11841,11671,s33,p10
11842,11672,s33,p10
11843,11673,s33,p10
11844,11674,s33,p10
11845,11675,s33,p10
11846,11676,s33,p10
11847,11677,s33,p10
11848,11678,s33,p10
11849,11679,s33,p10
11850,11680,s33,p10
11851,11681,s33,p10
11852,11682,s33,p10
11853,11683,s33,p10
11854,11684,s33,p10
11855,11686,s33,p10
11856,11687,s33,p10
11857,11688,s33,p10
11858,11689,s33,p10
11859,11690,s33,p10
11860,11691,s33,p10
11861,11692,s33,p10
11862,11693,s33,p10
11863,11696,s33,p10
11864,11697,s33,p10
11865,11698,s33,p10
11866,11699,s33,p10
11867,11700,s33,p10
11868,11701,s33,p10
11869,11704,s33,p10
11870,11705,s33,p10
11871,11706,s33,p10
11872,11707,s33,p10
11873,11708,s33,p10
11874,11709,s33,p10
11875,11710,s33,p10
11876,11711,s33,p10
11877,11715,s33,p10
11878,11716,s33,p10
11879,11717,s33,p10
11880,11718,s33,p10
11881,11719,s33,p10
11882,11723,s33,p10
11883,11724,s33,p10
11884,11725,s33,p10
11885,11726,s33,p10
11886,11727,s33,p10
11887,11728,s33,p10
11888,11729,s33,p10
11889,11730,s33,p10
11890,11731,s33,p10
11891,11732,s33,p10
11892,11733,s33,p10
11893,11734,s33,p10
11894,11735,s33,p10
11895,11739,s33,p10
11896,11743,s33,p10
11897,11744,s33,p10
11898,11745,s33,p10
11899,11746,s33,p10
11900,11747,s33,p10
11901,11750,s33,p10
11902,11751,s33,p10
11903,11752,s33,p10
11904,11753,s33,p10
11905,11754,s33,p10
11906,11755,s33,p10
11907,11756,s33,p10
11908,11757,s33,p10
11909,11758,s33,p10
11910,11759,s33,p10
11911,11760,s33,p10
11912,11761,s33,p10
11913,11762,s33,p10
11914,11763,s33,p10
11915,11765,s33,p10
11916,11766,s33,p10
11917,11767,s33,p10
11918,11768,s33,p10
11919,11769,s33,p10
11920,11770,s33,p10
11921,11771,s33,p10
11922,11772,s33,p10
11923,11773,s33,p10
11924,11774,s33,p10
11925,11775,s33,p10
11926,11776,s33,p10
11927,11778,s33,p10
11928,11779,s33,p10
11929,11784,s33,p10
11930,11785,s33,p10
11931,11786,s33,p10
11932,11787,s33,p10
11933,11788,s33,p10
11934,11789,s33,p10
11935,11790,s33,p10
11936,11791,s33,p10
11937,11792,s33,p10
11938,11793,s33,p10
11939,11794,s33,p10
11940,11795,s33,p10
11941,11796,s33,p10
11942,11797,s33,p10
11943,11798,s33,p10
11944,11799,s33,p10
11945,11806,s33,p10
11946,11807,s33,p10
11947,11808,s33,p10
11948,11809,s33,p10
11949,11810,s33,p10
11950,11811,s33,p10
11951,11812,s33,p10
11952,11813,s33,p10
11953,11815,s33,p10
11954,11816,s33,p10
11955,11817,s33,p10
11956,11818,s33,p10
11957,11819,s33,p10
11958,11820,s33,p10
11959,11821,s33,p10
11960,11822,s33,p10
11961,11823,s33,p10
11962,11824,s33,p10
11963,11825,s33,p10
11964,11826,s33,p10
11965,11827,s33,p10
11966,11828,s33,p10
11967,11829,s33,p10
11968,11830,s33,p10
11969,11831,s33,p10
11970,11832,s33,p10
11971,11833,s33,p10
11972,11834,s33,p10
11973,11835,s33,p10
11974,11840,s33,p10
11975,11841,s33,p10
11976,11842,s33,p10
11977,11847,s33,p10
11978,11848,s33,p10
11979,11849,s33,p10
11980,11850,s33,p10
11981,11851,s33,p10
11982,11852,s33,p10
11983,11853,s33,p10
11984,11854,s33,p10
11985,11856,s33,p10
11986,11857,s33,p10
11987,11858,s33,p10
11988,11859,s33,p10
11989,11860,s33,p10
11990,11861,s33,p10
11991,11862,s33,p10
11992,11866,s33,p10
11993,11873,s33,p10
11994,11874,s33,p10
11995,11875,s33,p10
11996,11876,s33,p10
11997,11877,s33,p10
11998,11878,s33,p10
11999,11886,s33,p10
12000,11887,s33,p10
12001,11888,s33,p10
12002,11889,s33,p10
12003,11890,s33,p10
12004,11891,s33,p10
12005,11892,s33,p10
12006,11893,s33,p10
12007,11894,s33,p10
12008,11895,s33,p10
12009,11896,s33,p10
12010,11900,s33,p10
12011,11901,s33,p10
12012,11902,s33,p10
12013,11903,s33,p10
12014,11904,s33,p10
12015,11905,s33,p10
12016,11912,s33,p10
12017,11913,s33,p10
12018,12082,s33,p10
12019,12083,s33,p10
12020,12084,s33,p10
12021,12085,s33,p10
12022,12086,s33,p10
12023,12087,s33,p10
12024,12088,s33,p10
12025,12089,s33,p10
12026,12177,s33,p10
12027,12178,s33,p10
12028,13428,s33,p10
12029,13429,s33,p10
12030,13430,s33,p10
12031,13431,s33,p10
12032,13432,s33,p10
12033,13433,s33,p10
12034,13434,s33,p10
12035,13435,s33,p10
12036,13436,s33,p10
12037,13951,s33,p10
12038,13961,s33,p10
12039,13970,s33,p10
12040,13976,s33,p10
12041,13987,s33,p10
12042,13988,s33,p10
12043,11655,s32,p11
12044,11657,s32,p11
12045,11685,s32,p11
12046,11694,s32,p11
12047,11695,s32,p11
12048,11702,s32,p11
12049,11703,s32,p11
12050,11712,s32,p11
12051,11713,s32,p11
12052,11714,s32,p11
12053,11736,s32,p11
12054,11737,s32,p11
12055,11738,s32,p11
12056,11740,s32,p11
12057,11741,s32,p11
12058,11742,s32,p11
12059,11748,s32,p11
12060,11749,s32,p11
12061,11777,s32,p11
12062,11800,s32,p11
12063,11801,s32,p11
12064,11802,s32,p11
12065,11803,s32,p11
12066,11804,s32,p11
12067,11805,s32,p11
12068,11836,s32,p11
12069,11837,s32,p11
12070,11838,s32,p11
12071,11839,s32,p11
12072,11855,s32,p11
12073,11863,s32,p11
12074,11864,s32,p11
12075,11865,s32,p11
12076,11867,s32,p11
12077,11868,s32,p11
12078,11869,s32,p11
12079,11870,s32,p11
12080,11871,s32,p11
12081,11872,s32,p11
12082,11897,s32,p11
12083,11898,s32,p11
12084,11899,s32,p11
12085,13940,s32,p11
12086,13941,s32,p11
12087,13942,s32,p11
12088,13943,s32,p11
12089,13944,s32,p11
12090,14012,s32,p11
12091,11843,s56,p28
12092,11844,s56,p28
12093,11845,s56,p28
12094,11846,s56,p28
12095,12062,s56,p28
12096,12063,s56,p28
12097,12064,s56,p28
12098,12104,s56,p28
12099,12162,s56,p28
12100,12215,s56,p28
12101,12233,s56,p28
12102,12234,s56,p28
12103,12252,s56,p28
12104,12253,s56,p28
12105,12273,s56,p28
12106,13986,s56,p28
12107,11914,s34,p12
12108,11915,s34,p12
12109,11919,s34,p12
12110,11923,s34,p12
12111,11924,s34,p12
12112,11925,s34,p12
12113,11926,s34,p12
12114,11927,s34,p12
12115,11928,s34,p12
12116,11946,s34,p12
12117,11947,s34,p12
12118,12000,s34,p12
12119,12001,s34,p12
12120,12002,s34,p12
12121,12003,s34,p12
12122,12004,s34,p12
12123,12005,s34,p12
12124,12006,s34,p12
12125,12007,s34,p12
12126,12008,s34,p12
12127,12009,s34,p12
12128,12030,s34,p12
12129,12031,s34,p12
12130,12032,s34,p12
12131,12033,s34,p12
12132,12043,s34,p12
12133,12047,s34,p12
12134,12048,s34,p12
12135,12049,s34,p12
12136,12050,s34,p12
12137,12057,s34,p12
12138,12058,s34,p12
12139,13444,s34,p12
12140,13446,s34,p12
12141,13447,s34,p12
12142,13448,s34,p12
12143,13454,s34,p12
12144,13455,s34,p12
12145,13456,s34,p12
12146,13457,s34,p12
12147,13460,s34,p12
12148,11916,s35,p12
12149,11917,s35,p12
12150,11918,s35,p12
12151,11942,s35,p12
12152,11948,s35,p12
12153,11949,s35,p12
12154,11950,s35,p12
12155,11951,s35,p12
12156,11983,s35,p12
12157,11984,s35,p12
12158,11985,s35,p12
12159,11986,s35,p12
12160,11987,s35,p12
12161,13442,s35,p12
12162,13449,s35,p12
12163,13450,s35,p12
12164,13451,s35,p12
12165,11921,s37,p12
12166,11922,s37,p12
12167,11930,s37,p12
12168,11931,s37,p12
12169,11932,s37,p12
12170,11933,s37,p12
12171,11943,s37,p12
12172,11944,s37,p12
12173,11945,s37,p12
12174,11964,s37,p12
12175,11965,s37,p12
12176,11966,s37,p12
12177,11967,s37,p12
12178,11968,s37,p12
12179,11998,s37,p12
12180,12026,s37,p12
12181,12027,s37,p12
12182,12028,s37,p12
12183,13443,s37,p12
12184,13445,s37,p12
12185,13452,s37,p12
12186,13453,s37,p12
12187,13458,s37,p12
12188,13978,s37,p12
12189,11934,s36,p12
12190,11935,s36,p12
12191,11999,s36,p12
12192,13459,s36,p12
12193,12059,s57,p28
12194,12060,s57,p28
12195,12061,s57,p28
12196,12071,s57,p28
12197,12072,s57,p28
12198,12073,s57,p28
12199,12074,s57,p28
12200,12077,s57,p28
12201,12078,s57,p28
12202,12079,s57,p28
12203,12080,s57,p28
12204,12081,s57,p28
12205,12096,s57,p28
12206,12097,s57,p28
12207,12098,s57,p28
12208,12099,s57,p28
12209,12100,s57,p28
12210,12101,s57,p28
12211,12102,s57,p28
12212,12118,s57,p28
12213,12119,s57,p28
12214,12120,s57,p28
12215,12121,s57,p28
12216,12122,s57,p28
12217,12123,s57,p28
12218,12124,s57,p28
12219,12129,s57,p28
12220,12130,s57,p28
12221,12131,s57,p28
12222,12132,s57,p28
12223,12133,s57,p28
12224,12134,s57,p28
12225,12135,s57,p28
12226,12136,s57,p28
12227,12137,s57,p28
12228,12138,s57,p28
12229,12139,s57,p28
12230,12140,s57,p28
12231,12141,s57,p28
12232,12142,s57,p28
12233,12143,s57,p28
12234,12148,s57,p28
12235,12149,s57,p28
12236,12150,s57,p28
12237,12151,s57,p28
12238,12152,s57,p28
12239,12153,s57,p28
12240,12154,s57,p28
12241,12155,s57,p28
12242,12156,s57,p28
12243,12157,s57,p28
12244,12158,s57,p28
12245,12159,s57,p28
12246,12160,s57,p28
12247,12163,s57,p28
12248,12164,s57,p28
12249,12165,s57,p28
12250,12166,s57,p28
12251,12167,s57,p28
12252,12168,s57,p28
12253,12169,s57,p28
12254,12170,s57,p28
12255,12179,s57,p28
12256,12181,s57,p28
12257,12182,s57,p28
12258,12183,s57,p28
12259,12185,s57,p28
12260,12190,s57,p28
12261,12191,s57,p28
12262,12192,s57,p28
12263,12193,s57,p28
12264,12194,s57,p28
12265,12195,s57,p28
12266,12196,s57,p28
12267,12197,s57,p28
12268,12198,s57,p28
12269,12199,s57,p28
12270,12200,s57,p28
12271,12201,s57,p28
12272,12202,s57,p28
12273,12203,s57,p28
12274,12204,s57,p28
12275,12205,s57,p28
12276,12206,s57,p28
12277,12207,s57,p28
12278,12208,s57,p28
12279,12209,s57,p28
12280,12210,s57,p28
12281,12211,s57,p28
12282,12212,s57,p28
12283,12213,s57,p28
12284,12227,s57,p28
12285,12228,s57,p28
12286,12229,s57,p28
12287,12230,s57,p28
12288,12232,s57,p28
12289,12235,s57,p28
12290,12236,s57,p28
12291,12237,s57,p28
12292,12238,s57,p28
12293,12239,s57,p28
12294,12240,s57,p28
12295,12241,s57,p28
12296,12242,s57,p28
12297,12243,s57,p28
12298,12244,s57,p28
12299,12246,s57,p28
12300,12247,s57,p28
12301,12248,s57,p28
12302,12249,s57,p28
12303,12250,s57,p28
12304,12251,s57,p28
12305,12260,s57,p28
12306,12261,s57,p28
12307,12262,s57,p28
12308,12263,s57,p28
12309,12264,s57,p28
12310,12266,s57,p28
12311,12267,s57,p28
12312,12268,s57,p28
12313,12269,s57,p28
12314,12274,s57,p28
12315,13935,s57,p28
12316,13936,s57,p28
12317,13937,s57,p28
12318,13938,s57,p28
12319,13939,s57,p28
12320,13983,s57,p28
12321,12065,s53,p27
12322,12066,s53,p27
12323,12091,s53,p27
12324,12092,s53,p27
12325,12093,s53,p27
12326,12094,s53,p27
12327,12095,s53,p27
12328,12105,s53,p27
12329,12106,s53,p27
12330,12107,s53,p27
12331,12161,s53,p27
12332,12270,s53,p27
12333,12271,s53,p27
12334,12272,s53,p27
12335,12275,s53,p27
12336,13974,s53,p27
12337,12067,s58,p30
12338,12068,s58,p30
12339,12069,s58,p30
12340,12070,s58,p30
12341,12117,s58,p30
12342,12144,s58,p30
12343,12145,s58,p30
12344,12146,s58,p30
12345,12147,s58,p30
12346,12171,s58,p30
12347,12172,s58,p30
12348,12173,s58,p30
12349,12174,s58,p30
12350,12175,s58,p30
12351,12176,s58,p30
12352,12180,s58,p30
12353,12184,s58,p30
12354,12216,s58,p30
12355,12245,s58,p30
12356,12265,s58,p30
12357,12075,s59,p28
12358,12090,s59,p28
12359,12103,s59,p28
12360,12110,s59,p28
12361,12111,s59,p28
12362,12112,s59,p28
12363,12113,s59,p28
12364,12114,s59,p28
12365,12115,s59,p28
12366,12116,s59,p28
12367,12076,s54,p28
12368,12125,s54,p28
12369,12126,s54,p28
12370,12127,s54,p28
12371,12128,s54,p28
12372,12214,s54,p28
12373,12217,s54,p28
12374,12218,s54,p28
12375,12219,s54,p28
12376,12220,s54,p28
12377,12221,s54,p28
12378,12222,s54,p28
12379,12223,s54,p28
12380,12224,s54,p28
12381,12225,s54,p28
12382,12226,s54,p28
12383,12231,s54,p28
12384,13990,s54,p28
12385,13991,s54,p28
12386,12108,s55,p29
12387,12109,s55,p29
12388,12186,s55,p29
12389,12187,s55,p29
12390,12188,s55,p29
12391,12189,s55,p29
12392,12276,s49,p25
12393,12277,s49,p25
12394,12278,s49,p25
12395,12279,s49,p25
12396,12280,s49,p25
12397,12281,s49,p25
12398,12282,s49,p25
12399,12284,s49,p25
12400,12285,s49,p25
12401,12286,s49,p25
12402,12287,s49,p25
12403,12288,s49,p25
12404,12289,s49,p25
12405,12290,s49,p25
12406,12291,s49,p25
12407,12292,s49,p25
12408,12293,s49,p25
12409,12311,s49,p25
12410,12312,s49,p25
12411,12313,s49,p25
12412,12317,s49,p25
12413,12318,s49,p25
12414,12321,s49,p25
12415,12322,s49,p25
12416,12323,s49,p25
12417,12324,s49,p25
12418,12325,s49,p25
12419,12326,s49,p25
12420,12327,s49,p25
12421,12328,s49,p25
12422,12329,s49,p25
12423,12330,s49,p25
12424,12331,s49,p25
12425,12332,s49,p25
12426,12333,s49,p25
12427,12334,s49,p25
12428,12283,s51,p25
12429,12304,s51,p25
12430,12305,s51,p25
12431,12306,s51,p25
12432,12314,s51,p25
12433,12315,s51,p25
12434,12335,s51,p25
12435,12336,s51,p25
12436,12294,s50,p26
12437,12342,s50,p26
12438,12343,s50,p26
12439,12344,s50,p26
12440,13972,s50,p26
12441,12295,s48,p25
12442,12296,s48,p25
12443,12297,s48,p25
12444,12298,s48,p25
12445,12299,s48,p25
12446,12300,s48,p25
12447,12301,s48,p25
12448,12302,s48,p25
12449,12303,s48,p25
12450,12307,s48,p25
12451,12308,s48,p25
12452,12309,s48,p25
12453,12310,s48,p25
12454,12316,s48,p25
12455,12337,s48,p25
12456,12338,s48,p25
12457,12339,s48,p25
12458,12340,s48,p25
12459,12341,s48,p25
12460,12319,s71,p21
12461,12320,s71,p21
12462,12594,s71,p21
12463,12595,s71,p21
12464,12596,s71,p21
12465,12602,s71,p21
12466,12609,s71,p21
12467,12610,s71,p21
12468,12611,s71,p21
12469,12612,s71,p21
12470,12613,s71,p21
12471,12614,s71,p21
12472,12615,s71,p21
12473,12616,s71,p21
12474,12619,s71,p21
12475,12620,s71,p21
12476,12621,s71,p21
12477,12622,s71,p21
12478,12641,s71,p21
12479,12657,s71,p21
12480,12658,s71,p21
12481,12659,s71,p21
12482,13967,s71,p21
12483,12345,s88,p31
12484,12346,s88,p31
12485,12347,s88,p31
12486,12348,s88,p31
12487,12349,s88,p31
12488,12350,s88,p31
12489,12351,s88,p31
12490,12352,s88,p31
12491,12353,s88,p31
12492,12354,s88,p31
12493,12356,s88,p31
12494,12375,s88,p31
12495,12384,s88,p31
12496,12385,s88,p31
12497,12386,s88,p31
12498,12387,s88,p31
12499,12388,s88,p31
12500,12397,s88,p31
12501,12398,s88,p31
12502,12402,s88,p31
12503,12403,s88,p31
12504,12404,s88,p31
12505,12405,s88,p31
12506,12406,s88,p31
12507,12355,s90,p31
12508,12357,s90,p31
12509,12358,s90,p31
12510,12359,s90,p31
12511,12360,s90,p31
12512,12361,s90,p31
12513,12362,s90,p31
12514,12363,s90,p31
12515,12364,s90,p31
12516,12365,s90,p31
12517,12366,s90,p31
12518,12367,s90,p31
12519,12368,s90,p31
12520,12372,s90,p31
12521,12373,s90,p31
12522,12374,s90,p31
12523,12376,s90,p31
12524,12377,s90,p31
12525,12378,s90,p31
12526,12379,s90,p31
12527,12389,s90,p31
12528,12390,s90,p31
12529,12391,s90,p31
12530,12392,s90,p31
12531,12393,s90,p31
12532,12394,s90,p31
12533,12395,s90,p31
12534,12396,s90,p31
12535,12399,s90,p31
12536,12400,s90,p31
12537,12401,s90,p31
12538,13989,s90,p31
12539,12369,s89,p31
12540,12370,s89,p31
12541,12371,s89,p31
12542,12380,s89,p31
12543,12381,s89,p31
12544,12382,s89,p31
12545,12407,s89,p31
12546,12408,s89,p31
12547,12409,s89,p31
12548,12383,s92,p31
12549,14008,s92,p31
12550,12410,s85,p33
12551,12411,s85,p33
12552,12412,s85,p33
12553,12419,s85,p33
12554,12421,s85,p33
12555,12426,s85,p33
12556,12427,s85,p33
12557,12428,s85,p33
12558,12429,s85,p33
12559,12430,s85,p33
12560,12431,s85,p33
12561,12436,s85,p33
12562,12437,s85,p33
12563,12438,s85,p33
12564,12439,s85,p33
12565,12440,s85,p33
12566,12441,s85,p33
12567,12442,s85,p33
12568,12451,s85,p33
12569,12461,s85,p33
12570,12462,s85,p33
12571,12463,s85,p33
12572,12464,s85,p33
12573,12465,s85,p33
12574,12466,s85,p33
12575,12467,s85,p33
12576,12476,s85,p33
12577,12523,s85,p33
12578,12524,s85,p33
12579,12525,s85,p33
12580,12526,s85,p33
12581,12535,s85,p33
12582,12536,s85,p33
12583,12537,s85,p33
12584,12541,s85,p33
12585,12542,s85,p33
12586,12561,s85,p33
12587,12562,s85,p33
12588,12563,s85,p33
12589,12567,s85,p33
12590,12568,s85,p33
12591,12569,s85,p33
12592,12413,s84,p34
12593,12414,s84,p34
12594,12415,s84,p34
12595,12416,s84,p34
12596,12417,s84,p34
12597,12418,s84,p34
12598,12422,s84,p34
12599,12423,s84,p34
12600,12424,s84,p34
12601,12500,s84,p34
12602,12501,s84,p34
12603,12502,s84,p34
12604,12503,s84,p34
12605,12504,s84,p34
12606,12505,s84,p34
12607,12506,s84,p34
12608,12507,s84,p34
12609,14018,s84,p34
12610,12420,s86,p34
12611,12425,s86,p34
12612,12434,s86,p34
12613,12435,s86,p34
12614,12454,s86,p34
12615,12485,s86,p34
12616,12486,s86,p34
12617,12496,s86,p34
12618,12527,s86,p34
12619,14007,s86,p34
12620,12432,s80,p33
12621,12433,s80,p33
12622,12508,s80,p33
12623,12509,s80,p33
12624,12510,s80,p33
12625,12511,s80,p33
12626,12528,s80,p33
12627,12529,s80,p33
12628,12530,s80,p33
12629,12531,s80,p33
12630,12532,s80,p33
12631,12443,s78,p34
12632,12444,s78,p34
12633,12512,s78,p34
12634,12513,s78,p34
12635,12514,s78,p34
12636,12515,s78,p34
12637,12516,s78,p34
12638,12521,s78,p34
12639,12522,s78,p34
12640,12445,s87,p34
12641,12446,s87,p34
12642,12447,s87,p34
12643,12448,s87,p34
12644,12479,s87,p34
12645,14017,s87,p34
12646,12449,s75,p33
12647,12450,s75,p33
12648,12564,s75,p33
12649,12565,s75,p33
12650,12566,s75,p33
12651,12452,s82,p33
12652,12453,s82,p33
12653,12456,s82,p33
12654,12457,s82,p33
12655,12458,s82,p33
12656,12459,s82,p33
12657,12460,s82,p33
12658,12477,s82,p33
12659,12478,s82,p33
12660,12487,s82,p33
12661,12488,s82,p33
12662,12489,s82,p33
12663,12490,s82,p33
12664,12491,s82,p33
12665,12492,s82,p33
12666,12520,s82,p33
12667,12538,s82,p33
12668,12539,s82,p33
12669,12540,s82,p33
12670,12548,s82,p33
12671,12549,s82,p33
12672,12550,s82,p33
12673,12551,s82,p33
12674,12552,s82,p33
12675,12553,s82,p33
12676,13979,s82,p33
12677,12455,s79,p33
12678,12497,s79,p33
12679,12498,s79,p33
12680,12499,s79,p33
12681,12557,s79,p33
12682,12558,s79,p33
12683,12559,s79,p33
12684,12560,s79,p33
12685,12573,s79,p33
12686,12574,s79,p33
12687,12575,s79,p33
12688,12576,s79,p33
12689,12577,s79,p33
12690,12578,s79,p33
12691,12468,s77,p34
12692,12469,s77,p34
12693,12470,s77,p34
12694,12471,s77,p34
12695,12483,s77,p34
12696,12484,s77,p34
12697,12517,s77,p34
12698,12518,s77,p34
12699,12519,s77,p34
12700,12472,s81,p33
12701,12473,s81,p33
12702,12474,s81,p33
12703,12475,s81,p33
12704,12533,s81,p33
12705,12534,s81,p33
12706,12480,s83,p34
12707,12481,s83,p34
12708,12482,s83,p34
12709,12493,s83,p34
12710,12494,s83,p34
12711,12495,s83,p34
12712,12554,s83,p34
12713,12555,s83,p34
12714,12556,s83,p34
12715,12570,s83,p34
12716,12571,s83,p34
12717,12572,s83,p34
12718,13985,s83,p34
12719,12543,s76,p33
12720,12544,s76,p33
12721,12545,s76,p33
12722,12546,s76,p33
12723,12547,s76,p33
12724,12579,s74,p24
12725,12580,s74,p24
12726,12581,s74,p24
12727,12582,s74,p24
12728,12583,s74,p24
12729,12585,s74,p24
12730,12586,s74,p24
12731,12589,s74,p24
12732,12590,s74,p24
12733,12591,s74,p24
12734,12592,s74,p24
12735,12597,s74,p24
12736,12598,s74,p24
12737,12599,s74,p24
12738,12600,s74,p24
12739,12601,s74,p24
12740,12604,s74,p24
12741,12605,s74,p24
