Key,FinancialCase,CostCase,CRPYears,Technology,TechDetail,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
RC3CoLosAngs,RD,Conservative,30,CommPV,LosAngeles,"2,052 ","1,813 ","1,794 ","1,776 ","1,758 ","1,739 ","1,721 ","1,703 ","1,684 ","1,666 ","1,648 ","1,629 ","1,611 ","1,582 ","1,554 ","1,525 ","1,496 ","1,468 ","1,439 ","1,410 ","1,382 ","1,353 ","1,324 ","1,296 ","1,267 ","1,238 ","1,209 ","1,181 ","1,152 ","1,123 ","1,095 ","1,066 ","1,037 "
RA3CoDaggett,RD,Advanced,30,CommPV,Daggett,"2,052 ","1,813 ","1,720 ","1,628 ","1,535 ","1,443 ","1,350 ","1,258 ","1,166 ","1,073 ",981 ,888 ,796 ,785 ,775 ,764 ,754 ,743 ,733 ,723 ,712 ,702 ,691 ,681 ,670 ,660 ,649 ,639 ,628 ,618 ,607 ,597 ,586 
RM3CoDaggett,RD,Moderate,30,CommPV,Daggett,"2,052 ","1,813 ","1,742 ","1,672 ","1,601 ","1,531 ","1,460 ","1,390 ","1,319 ","1,249 ","1,178 ","1,108 ","1,037 ","1,025 ","1,013 ","1,001 ",989 ,977 ,965 ,953 ,941 ,929 ,917 ,905 ,892 ,880 ,868 ,856 ,844 ,832 ,820 ,808 ,796 
RC3CoDaggett,RD,Conservative,30,CommPV,Daggett,"2,052 ","1,813 ","1,794 ","1,776 ","1,758 ","1,739 ","1,721 ","1,703 ","1,684 ","1,666 ","1,648 ","1,629 ","1,611 ","1,582 ","1,554 ","1,525 ","1,496 ","1,468 ","1,439 ","1,410 ","1,382 ","1,353 ","1,324 ","1,296 ","1,267 ","1,238 ","1,209 ","1,181 ","1,152 ","1,123 ","1,095 ","1,066 ","1,037 "
RA3ReSeattle,RD,Advanced,30,ResPV,Seattle,"3,054 ","2,796 ","2,620 ","2,444 ","2,268 ","2,091 ","1,915 ","1,739 ","1,563 ","1,386 ","1,210 ","1,034 ",858 ,845 ,832 ,819 ,807 ,794 ,781 ,768 ,756 ,743 ,730 ,717 ,705 ,692 ,679 ,666 ,653 ,641 ,628 ,615 ,602 
RM3ReSeattle,RD,Moderate,30,ResPV,Seattle,"3,054 ","2,796 ","2,644 ","2,492 ","2,340 ","2,188 ","2,036 ","1,884 ","1,732 ","1,581 ","1,429 ","1,277 ","1,125 ","1,111 ","1,098 ","1,085 ","1,071 ","1,058 ","1,045 ","1,031 ","1,018 ","1,004 ",991 ,978 ,964 ,951 ,938 ,924 ,911 ,898 ,884 ,871 ,858 
RC3ReSeattle,RD,Conservative,30,ResPV,Seattle,"3,054 ","2,796 ","2,763 ","2,730 ","2,696 ","2,663 ","2,630 ","2,597 ","2,563 ","2,530 ","2,497 ","2,463 ","2,430 ","2,365 ","2,300 ","2,234 ","2,169 ","2,104 ","2,039 ","1,973 ","1,908 ","1,843 ","1,777 ","1,712 ","1,647 ","1,582 ","1,516 ","1,451 ","1,386 ","1,320 ","1,255 ","1,190 ","1,125 "
RA3ReChicago,RD,Advanced,30,ResPV,Chicago,"3,054 ","2,796 ","2,620 ","2,444 ","2,268 ","2,091 ","1,915 ","1,739 ","1,563 ","1,386 ","1,210 ","1,034 ",858 ,845 ,832 ,819 ,807 ,794 ,781 ,768 ,756 ,743 ,730 ,717 ,705 ,692 ,679 ,666 ,653 ,641 ,628 ,615 ,602 
RM3ReChicago,RD,Moderate,30,ResPV,Chicago,"3,054 ","2,796 ","2,644 ","2,492 ","2,340 ","2,188 ","2,036 ","1,884 ","1,732 ","1,581 ","1,429 ","1,277 ","1,125 ","1,111 ","1,098 ","1,085 ","1,071 ","1,058 ","1,045 ","1,031 ","1,018 ","1,004 ",991 ,978 ,964 ,951 ,938 ,924 ,911 ,898 ,884 ,871 ,858 
RC3ReChicago,RD,Conservative,30,ResPV,Chicago,"3,054 ","2,796 ","2,763 ","2,730 ","2,696 ","2,663 ","2,630 ","2,597 ","2,563 ","2,530 ","2,497 ","2,463 ","2,430 ","2,365 ","2,300 ","2,234 ","2,169 ","2,104 ","2,039 ","1,973 ","1,908 ","1,843 ","1,777 ","1,712 ","1,647 ","1,582 ","1,516 ","1,451 ","1,386 ","1,320 ","1,255 ","1,190 ","1,125 "
RA3ReKansasy,RD,Advanced,30,ResPV,KansasCity,"3,054 ","2,796 ","2,620 ","2,444 ","2,268 ","2,091 ","1,915 ","1,739 ","1,563 ","1,386 ","1,210 ","1,034 ",858 ,845 ,832 ,819 ,807 ,794 ,781 ,768 ,756 ,743 ,730 ,717 ,705 ,692 ,679 ,666 ,653 ,641 ,628 ,615 ,602 
RM3ReKansasy,RD,Moderate,30,ResPV,KansasCity,"3,054 ","2,796 ","2,644 ","2,492 ","2,340 ","2,188 ","2,036 ","1,884 ","1,732 ","1,581 ","1,429 ","1,277 ","1,125 ","1,111 ","1,098 ","1,085 ","1,071 ","1,058 ","1,045 ","1,031 ","1,018 ","1,004 ",991 ,978 ,964 ,951 ,938 ,924 ,911 ,898 ,884 ,871 ,858 
RC3ReKansasy,RD,Conservative,30,ResPV,KansasCity,"3,054 ","2,796 ","2,763 ","2,730 ","2,696 ","2,663 ","2,630 ","2,597 ","2,563 ","2,530 ","2,497 ","2,463 ","2,430 ","2,365 ","2,300 ","2,234 ","2,169 ","2,104 ","2,039 ","1,973 ","1,908 ","1,843 ","1,777 ","1,712 ","1,647 ","1,582 ","1,516 ","1,451 ","1,386 ","1,320 ","1,255 ","1,190 ","1,125 "
RA3ReLosAngs,RD,Advanced,30,ResPV,LosAngeles,"3,054 ","2,796 ","2,620 ","2,444 ","2,268 ","2,091 ","1,915 ","1,739 ","1,563 ","1,386 ","1,210 ","1,034 ",858 ,845 ,832 ,819 ,807 ,794 ,781 ,768 ,756 ,743 ,730 ,717 ,705 ,692 ,679 ,666 ,653 ,641 ,628 ,615 ,602 
RM3ReLosAngs,RD,Moderate,30,ResPV,LosAngeles,"3,054 ","2,796 ","2,644 ","2,492 ","2,340 ","2,188 ","2,036 ","1,884 ","1,732 ","1,581 ","1,429 ","1,277 ","1,125 ","1,111 ","1,098 ","1,085 ","1,071 ","1,058 ","1,045 ","1,031 ","1,018 ","1,004 ",991 ,978 ,964 ,951 ,938 ,924 ,911 ,898 ,884 ,871 ,858 
RC3ReLosAngs,RD,Conservative,30,ResPV,LosAngeles,"3,054 ","2,796 ","2,763 ","2,730 ","2,696 ","2,663 ","2,630 ","2,597 ","2,563 ","2,530 ","2,497 ","2,463 ","2,430 ","2,365 ","2,300 ","2,234 ","2,169 ","2,104 ","2,039 ","1,973 ","1,908 ","1,843 ","1,777 ","1,712 ","1,647 ","1,582 ","1,516 ","1,451 ","1,386 ","1,320 ","1,255 ","1,190 ","1,125 "
RA3ReDaggett,RD,Advanced,30,ResPV,Daggett,"3,054 ","2,796 ","2,620 ","2,444 ","2,268 ","2,091 ","1,915 ","1,739 ","1,563 ","1,386 ","1,210 ","1,034 ",858 ,845 ,832 ,819 ,807 ,794 ,781 ,768 ,756 ,743 ,730 ,717 ,705 ,692 ,679 ,666 ,653 ,641 ,628 ,615 ,602 
RM3ReDaggett,RD,Moderate,30,ResPV,Daggett,"3,054 ","2,796 ","2,644 ","2,492 ","2,340 ","2,188 ","2,036 ","1,884 ","1,732 ","1,581 ","1,429 ","1,277 ","1,125 ","1,111 ","1,098 ","1,085 ","1,071 ","1,058 ","1,045 ","1,031 ","1,018 ","1,004 ",991 ,978 ,964 ,951 ,938 ,924 ,911 ,898 ,884 ,871 ,858 
RC3ReDaggett,RD,Conservative,30,ResPV,Daggett,"3,054 ","2,796 ","2,763 ","2,730 ","2,696 ","2,663 ","2,630 ","2,597 ","2,563 ","2,530 ","2,497 ","2,463 ","2,430 ","2,365 ","2,300 ","2,234 ","2,169 ","2,104 ","2,039 ","1,973 ","1,908 ","1,843 ","1,777 ","1,712 ","1,647 ","1,582 ","1,516 ","1,451 ","1,386 ","1,320 ","1,255 ","1,190 ","1,125 "
RA3GeHydroFh,RD,Advanced,30,Geothermal,HydroFlash,6697.676815,6521.372591,6347.163067,6174.693272,6003.963208,5834.972874,5667.72227,5502.211396,5338.440252,5176.408838,5016.117154,4857.5652,4701.082544,4677.577132,4654.189246,4630.9183,4607.763708,4584.72489,4561.801265,4538.992259,4516.297298,4493.715811,4471.247232,4448.890996,4426.646541,4404.513308,4382.490742,4360.578288,4338.775397,4317.08152,4295.496112,4274.018631,4252.648538
RM3GeHydroFh,RD,Moderate,30,Geothermal,HydroFlash,6697.676815,6597.89537,6497.412272,6397.333039,6297.657671,6198.386167,6099.518529,6001.054755,5902.994846,5805.338802,5708.086623,5611.238308,5513.712957,5486.144392,5458.71367,5431.420101,5404.263001,5377.241686,5350.355478,5323.6037,5296.985682,5270.500753,5244.148249,5217.927508,5191.837871,5165.878681,5140.049288,5114.349041,5088.777296,5063.33341,5038.016743,5012.826659,4987.762526
RC3GeHydroFh,RD,Conservative,30,Geothermal,HydroFlash,6697.676815,6664.188431,6630.867489,6597.713151,6564.724586,6531.900963,6499.241458,6466.745251,6434.411524,6402.239467,6370.228269,6338.377128,6306.685242,6275.151816,6243.776057,6212.557177,6181.494391,6150.586919,6119.833984,6089.234814,6058.78864,6028.494697,5998.352224,5968.360463,5938.51866,5908.826067,5879.281937,5849.885527,5820.636099,5791.532919,5762.575254,5733.762378,5705.093566
RA3GeHydroBy,RD,Advanced,30,Geothermal,HydroBinary,8695.151354,8509.482651,8324.729191,8141.681773,7960.340398,7780.705065,7602.775775,7426.552527,7252.035321,7079.224157,6908.119036,6738.719957,6571.02692,6538.171786,6505.480927,6472.953522,6440.588754,6408.385811,6376.343882,6344.462162,6312.739851,6281.176152,6249.770271,6218.52142,6187.428813,6156.491669,6125.70921,6095.080664,6064.605261,6034.282235,6004.110824,5974.090269,5944.219818
RM3GeHydroBy,RD,Moderate,30,Geothermal,HydroBinary,8695.151354,8604.007673,8513.623841,8423.57309,8333.855422,8244.470834,8155.419328,8066.700904,7978.31556,7890.263299,7802.544119,7715.15802,7628.105003,7589.964478,7552.014655,7514.254582,7476.683309,7439.299892,7402.103393,7365.092876,7328.267412,7291.626075,7255.167944,7218.892104,7182.797644,7146.883656,7111.149237,7075.593491,7040.215524,7005.014446,6969.989374,6935.139427,6900.46373
RC3GeHydroBy,RD,Conservative,30,Geothermal,HydroBinary,8695.151354,8651.675597,8608.417219,8565.375133,8522.548258,8479.935516,8437.535839,8395.34816,8353.371419,8311.604562,8270.046539,8228.696306,8187.552825,8146.615061,8105.881985,8065.352575,8025.025812,7984.900683,7944.97618,7905.251299,7865.725043,7826.396417,7787.264435,7748.328113,7709.586473,7671.03854,7632.683347,7594.519931,7556.547331,7518.764594,7481.170771,7443.764918,7406.546093
RA3GeNFEGSFh,RD,Advanced,30,Geothermal,NFEGSFlash,20759.34038,19334.16815,17925.82572,16534.32521,15159.66664,13801.84999,12460.87527,11136.74247,9829.4516,8539.002657,7265.395641,6008.630552,4768.707389,4744.863852,4721.139532,4697.533835,4674.046166,4650.675935,4627.422555,4604.285442,4581.264015,4558.357695,4535.565906,4512.888077,4490.323637,4467.872018,4445.532658,4423.304995,4401.18847,4379.182528,4357.286615,4335.500182,4313.822681
RM3GeNFEGSFh,RD,Moderate,30,Geothermal,NFEGSFlash,20759.34038,20131.86511,19507.56769,18886.44083,18268.48454,17653.69882,17042.08368,16433.6391,15828.36509,15226.26165,14627.32878,14031.56649,13438.97476,13371.77988,13304.92098,13238.39638,13172.2044,13106.34338,13040.81166,12975.6076,12910.72956,12846.17591,12781.94504,12718.03531,12654.44513,12591.17291,12528.21704,12465.57596,12403.24808,12341.23184,12279.52568,12218.12805,12157.03741
RC3GeNFEGSFh,RD,Conservative,30,Geothermal,NFEGSFlash,20759.34038,20655.54368,20552.26596,20449.50463,20347.25711,20245.52082,20144.29322,20043.57175,19943.35389,19843.63712,19744.41894,19645.69684,19547.46836,19449.73102,19352.48236,19255.71995,19159.44135,19063.64414,18968.32592,18873.48429,18779.11687,18685.22129,18591.79518,18498.8362,18406.34202,18314.31031,18222.73876,18131.62507,18040.96694,17950.76211,17861.0083,17771.70326,17682.84474
RA3GeNFEGSBy,RD,Advanced,30,Geothermal,NFEGSBinary,47178.87704,43640.3414,40143.90497,36689.655,33277.59147,29907.71439,26580.02375,23294.51957,20051.20183,16850.07055,13691.12571,10574.36732,7499.79538,7462.296403,7424.984921,7387.859997,7350.920697,7314.166093,7277.595263,7241.207286,7205.00125,7168.976244,7133.131362,7097.465706,7061.978377,7026.668485,6991.535143,6956.577467,6921.79458,6887.185607,6852.749679,6818.48593,6784.393501
RM3GeNFEGSBy,RD,Moderate,30,Geothermal,NFEGSBinary,47178.87704,46079.32323,44985.15235,43896.37081,42812.9786,41734.97573,40662.3622,39595.138,38533.30314,37476.85762,36425.80143,35380.13459,34339.85708,34168.15779,33997.317,33827.33042,33658.19376,33489.90279,33322.45328,33155.84101,32990.06181,32825.1115,32660.98594,32497.68101,32335.19261,32173.51665,32012.64906,31852.58582,31693.32289,31534.85627,31377.18199,31220.29608,31064.1946
RC3GeNFEGSBy,RD,Conservative,30,Geothermal,NFEGSBinary,47178.87704,46942.98266,46708.26775,46474.72641,46242.35277,46011.14101,45781.08531,45552.17988,45324.41898,45097.79689,44872.3079,44647.94636,44424.70663,44202.5831,43981.57018,43761.66233,43542.85402,43325.13975,43108.51405,42892.97148,42678.50662,42465.11409,42252.78852,42041.52458,41831.31695,41622.16037,41414.04957,41206.97932,41000.94442,40795.9397,40591.96,40389.0002,40187.0552
RA3GeDeepEGh,RD,Advanced,30,Geothermal,DeepEGSFlash,20759.34038,19334.16815,17925.82572,16534.32521,15159.66664,13801.84999,12460.87527,11136.74247,9829.4516,8539.002657,7265.395641,6008.630552,4768.707389,4744.863852,4721.139532,4697.533835,4674.046166,4650.675935,4627.422555,4604.285442,4581.264015,4558.357695,4535.565906,4512.888077,4490.323637,4467.872018,4445.532658,4423.304995,4401.18847,4379.182528,4357.286615,4335.500182,4313.822681
RM3GeDeepEGh,RD,Moderate,30,Geothermal,DeepEGSFlash,20759.34038,20131.86511,19507.56769,18886.44083,18268.48454,17653.69882,17042.08368,16433.6391,15828.36509,15226.26165,14627.32878,14031.56649,13438.97476,13371.77988,13304.92098,13238.39638,13172.2044,13106.34338,13040.81166,12975.6076,12910.72956,12846.17591,12781.94504,12718.03531,12654.44513,12591.17291,12528.21704,12465.57596,12403.24808,12341.23184,12279.52568,12218.12805,12157.03741
RC3GeDeepEGh,RD,Conservative,30,Geothermal,DeepEGSFlash,20759.34038,20655.54368,20552.26596,20449.50463,20347.25711,20245.52082,20144.29322,20043.57175,19943.35389,19843.63712,19744.41894,19645.69684,19547.46836,19449.73102,19352.48236,19255.71995,19159.44135,19063.64414,18968.32592,18873.48429,18779.11687,18685.22129,18591.79518,18498.8362,18406.34202,18314.31031,18222.73876,18131.62507,18040.96694,17950.76211,17861.0083,17771.70326,17682.84474
RA3GeDeepEGy,RD,Advanced,30,Geothermal,DeepEGSBinary,47178.87704,43640.3414,40143.90497,36689.655,33277.59147,29907.71439,26580.02375,23294.51957,20051.20183,16850.07055,13691.12571,10574.36732,7499.79538,7462.296403,7424.984921,7387.859997,7350.920697,7314.166093,7277.595263,7241.207286,7205.00125,7168.976244,7133.131362,7097.465706,7061.978377,7026.668485,6991.535143,6956.577467,6921.79458,6887.185607,6852.749679,6818.48593,6784.393501
RM3GeDeepEGy,RD,Moderate,30,Geothermal,DeepEGSBinary,47178.87704,46079.32323,44985.15235,43896.37081,42812.9786,41734.97573,40662.3622,39595.138,38533.30314,37476.85762,36425.80143,35380.13459,34339.85708,34168.15779,33997.317,33827.33042,33658.19376,33489.90279,33322.45328,33155.84101,32990.06181,32825.1115,32660.98594,32497.68101,32335.19261,32173.51665,32012.64906,31852.58582,31693.32289,31534.85627,31377.18199,31220.29608,31064.1946
RC3GeDeepEGy,RD,Conservative,30,Geothermal,DeepEGSBinary,47178.87704,46942.98266,46708.26775,46474.72641,46242.35277,46011.14101,45781.08531,45552.17988,45324.41898,45097.79689,44872.3079,44647.94636,44424.70663,44202.5831,43981.57018,43761.66233,43542.85402,43325.13975,43108.51405,42892.97148,42678.50662,42465.11409,42252.78852,42041.52458,41831.31695,41622.16037,41414.04957,41206.97932,41000.94442,40795.9397,40591.96,40389.0002,40187.0552
RA3ConewAvgF,RD,Advanced,30,Coal,newAvgCF,4149.988233,4144.224561,4138.460889,4132.697217,4126.933545,4121.169872,4115.4062,4099.115851,4091.155843,4080.705536,4072.240092,4062.701679,4049.047403,4036.445785,4022.49082,4007.924437,3997.677635,3986.278808,3969.334076,3958.18801,3945.542829,3929.824548,3913.351486,3903.730276,3888.738426,3876.41934,3863.917005,3853.583639,3836.223134,3823.930031,3811.478104,3798.946649,3753.71189
RM3ConewAvgF,RD,Moderate,30,Coal,newAvgCF,4149.988233,4144.224561,4138.460889,4132.697217,4126.933545,4121.169872,4115.4062,4099.115851,4091.155843,4080.705536,4072.240092,4062.701679,4049.047403,4036.445785,4022.49082,4007.924437,3997.677635,3986.278808,3969.334076,3958.18801,3945.542829,3929.824548,3913.351486,3903.730276,3888.738426,3876.41934,3863.917005,3853.583639,3836.223134,3823.930031,3811.478104,3798.946649,3753.71189
RC3ConewAvgF,RD,Conservative,30,Coal,newAvgCF,4149.988233,4144.224561,4138.460889,4132.697217,4126.933545,4121.169872,4115.4062,4099.115851,4091.155843,4080.705536,4072.240092,4062.701679,4049.047403,4036.445785,4022.49082,4007.924437,3997.677635,3986.278808,3969.334076,3958.18801,3945.542829,3929.824548,3913.351486,3903.730276,3888.738426,3876.41934,3863.917005,3853.583639,3836.223134,3823.930031,3811.478104,3798.946649,3753.71189
RA3ConewHigF,RD,Advanced,30,Coal,newHighCF,4149.988233,4144.224561,4138.460889,4132.697217,4126.933545,4121.169872,4115.4062,4099.115851,4091.155843,4080.705536,4072.240092,4062.701679,4049.047403,4036.445785,4022.49082,4007.924437,3997.677635,3986.278808,3969.334076,3958.18801,3945.542829,3929.824548,3913.351486,3903.730276,3888.738426,3876.41934,3863.917005,3853.583639,3836.223134,3823.930031,3811.478104,3798.946649,3753.71189
RM3ConewHigF,RD,Moderate,30,Coal,newHighCF,4149.988233,4144.224561,4138.460889,4132.697217,4126.933545,4121.169872,4115.4062,4099.115851,4091.155843,4080.705536,4072.240092,4062.701679,4049.047403,4036.445785,4022.49082,4007.924437,3997.677635,3986.278808,3969.334076,3958.18801,3945.542829,3929.824548,3913.351486,3903.730276,3888.738426,3876.41934,3863.917005,3853.583639,3836.223134,3823.930031,3811.478104,3798.946649,3753.71189
RC3ConewHigF,RD,Conservative,30,Coal,newHighCF,4149.988233,4144.224561,4138.460889,4132.697217,4126.933545,4121.169872,4115.4062,4099.115851,4091.155843,4080.705536,4072.240092,4062.701679,4049.047403,4036.445785,4022.49082,4007.924437,3997.677635,3986.278808,3969.334076,3958.18801,3945.542829,3929.824548,3913.351486,3903.730276,3888.738426,3876.41934,3863.917005,3853.583639,3836.223134,3823.930031,3811.478104,3798.946649,3753.71189
RA3CoIGCCAvF,RD,Advanced,30,Coal,IGCCAvgCF,4740.305867,4698.47183,4656.637793,4614.803757,4572.96972,4492.338842,4450.504805,4425.919734,4401.150362,4375.60273,4353.769572,4323.063293,4303.598995,4285.281835,4262.032488,4242.836826,4225.314859,4204.571856,4184.371846,4165.798924,4152.022075,4136.031212,4120.563955,4109.340031,4088.851744,4079.755238,4060.153754,4050.14672,4032.140497,4017.893815,4003.581561,3988.911312,3943.60895
RM3CoIGCCAvF,RD,Moderate,30,Coal,IGCCAvgCF,4740.305867,4698.47183,4656.637793,4614.803757,4572.96972,4492.338842,4450.504805,4425.919734,4401.150362,4375.60273,4353.769572,4323.063293,4303.598995,4285.281835,4262.032488,4242.836826,4225.314859,4204.571856,4184.371846,4165.798924,4152.022075,4136.031212,4120.563955,4109.340031,4088.851744,4079.755238,4060.153754,4050.14672,4032.140497,4017.893815,4003.581561,3988.911312,3943.60895
RC3CoIGCCAvF,RD,Conservative,30,Coal,IGCCAvgCF,4740.305867,4698.47183,4656.637793,4614.803757,4572.96972,4492.338842,4450.504805,4425.919734,4401.150362,4375.60273,4353.769572,4323.063293,4303.598995,4285.281835,4262.032488,4242.836826,4225.314859,4204.571856,4184.371846,4165.798924,4152.022075,4136.031212,4120.563955,4109.340031,4088.851744,4079.755238,4060.153754,4050.14672,4032.140497,4017.893815,4003.581561,3988.911312,3943.60895
RA3CoIGCCHiF,RD,Advanced,30,Coal,IGCCHighCF,4740.305867,4698.47183,4656.637793,4614.803757,4572.96972,4492.338842,4450.504805,4425.919734,4401.150362,4375.60273,4353.769572,4323.063293,4303.598995,4285.281835,4262.032488,4242.836826,4225.314859,4204.571856,4184.371846,4165.798924,4152.022075,4136.031212,4120.563955,4109.340031,4088.851744,4079.755238,4060.153754,4050.14672,4032.140497,4017.893815,4003.581561,3988.911312,3943.60895
RM3CoIGCCHiF,RD,Moderate,30,Coal,IGCCHighCF,4740.305867,4698.47183,4656.637793,4614.803757,4572.96972,4492.338842,4450.504805,4425.919734,4401.150362,4375.60273,4353.769572,4323.063293,4303.598995,4285.281835,4262.032488,4242.836826,4225.314859,4204.571856,4184.371846,4165.798924,4152.022075,4136.031212,4120.563955,4109.340031,4088.851744,4079.755238,4060.153754,4050.14672,4032.140497,4017.893815,4003.581561,3988.911312,3943.60895
RC3CoIGCCHiF,RD,Conservative,30,Coal,IGCCHighCF,4740.305867,4698.47183,4656.637793,4614.803757,4572.96972,4492.338842,4450.504805,4425.919734,4401.150362,4375.60273,4353.769572,4323.063293,4303.598995,4285.281835,4262.032488,4242.836826,4225.314859,4204.571856,4184.371846,4165.798924,4152.022075,4136.031212,4120.563955,4109.340031,4088.851744,4079.755238,4060.153754,4050.14672,4032.140497,4017.893815,4003.581561,3988.911312,3943.60895
RA3CoCCS30AF,RD,Advanced,30,Coal,CCS30AvgCF,5299.095529,5279.293124,5259.490719,5239.688314,5219.88591,5200.083505,5180.2811,5147.214634,5124.6041,5098.850985,5075.555406,5050.896738,5021.111387,4992.632519,4962.480947,4931.583275,4905.996361,4878.980212,4845.183948,4818.472662,4789.928005,4757.660816,4724.499696,4699.610824,4668.251157,4640.104278,4611.734415,4585.941115,4551.790303,4523.665437,4495.347826,4466.931185,4400.177113
RM3CoCCS30AF,RD,Moderate,30,Coal,CCS30AvgCF,5299.095529,5279.293124,5259.490719,5239.688314,5219.88591,5200.083505,5180.2811,5147.214634,5124.6041,5098.850985,5075.555406,5050.896738,5021.111387,4992.632519,4962.480947,4931.583275,4905.996361,4878.980212,4845.183948,4818.472662,4789.928005,4757.660816,4724.499696,4699.610824,4668.251157,4640.104278,4611.734415,4585.941115,4551.790303,4523.665437,4495.347826,4466.931185,4400.177113
RC3CoCCS30AF,RD,Conservative,30,Coal,CCS30AvgCF,5299.095529,5279.293124,5259.490719,5239.688314,5219.88591,5200.083505,5180.2811,5147.214634,5124.6041,5098.850985,5075.555406,5050.896738,5021.111387,4992.632519,4962.480947,4931.583275,4905.996361,4878.980212,4845.183948,4818.472662,4789.928005,4757.660816,4724.499696,4699.610824,4668.251157,4640.104278,4611.734415,4585.941115,4551.790303,4523.665437,4495.347826,4466.931185,4400.177113
RA3CoCCS90AF,RD,Advanced,30,Coal,CCS90AvgCF,6830.74789,6805.222602,6779.697313,6754.172024,6728.646735,6703.121446,6677.596158,6634.972957,6605.827268,6572.629542,6542.599782,6510.814243,6472.419468,6435.709826,6396.843553,6357.014613,6324.031544,6289.206416,6245.641798,6211.20996,6174.415578,6132.820912,6090.075533,6057.993382,6017.568586,5981.285983,5944.71597,5911.466379,5867.445102,5831.191581,5794.688901,5758.059052,5672.00981
RM3CoCCS90AF,RD,Moderate,30,Coal,CCS90AvgCF,6830.74789,6805.222602,6779.697313,6754.172024,6728.646735,6703.121446,6677.596158,6634.972957,6605.827268,6572.629542,6542.599782,6510.814243,6472.419468,6435.709826,6396.843553,6357.014613,6324.031544,6289.206416,6245.641798,6211.20996,6174.415578,6132.820912,6090.075533,6057.993382,6017.568586,5981.285983,5944.71597,5911.466379,5867.445102,5831.191581,5794.688901,5758.059052,5672.00981
RC3CoCCS90AF,RD,Conservative,30,Coal,CCS90AvgCF,6830.74789,6805.222602,6779.697313,6754.172024,6728.646735,6703.121446,6677.596158,6634.972957,6605.827268,6572.629542,6542.599782,6510.814243,6472.419468,6435.709826,6396.843553,6357.014613,6324.031544,6289.206416,6245.641798,6211.20996,6174.415578,6132.820912,6090.075533,6057.993382,6017.568586,5981.285983,5944.71597,5911.466379,5867.445102,5831.191581,5794.688901,5758.059052,5672.00981
RA3CoCCS30HF,RD,Advanced,30,Coal,CCS30HighCF,5299.095529,5279.293124,5259.490719,5239.688314,5219.88591,5200.083505,5180.2811,5147.214634,5124.6041,5098.850985,5075.555406,5050.896738,5021.111387,4992.632519,4962.480947,4931.583275,4905.996361,4878.980212,4845.183948,4818.472662,4789.928005,4757.660816,4724.499696,4699.610824,4668.251157,4640.104278,4611.734415,4585.941115,4551.790303,4523.665437,4495.347826,4466.931185,4400.177113
RM3CoCCS30HF,RD,Moderate,30,Coal,CCS30HighCF,5299.095529,5279.293124,5259.490719,5239.688314,5219.88591,5200.083505,5180.2811,5147.214634,5124.6041,5098.850985,5075.555406,5050.896738,5021.111387,4992.632519,4962.480947,4931.583275,4905.996361,4878.980212,4845.183948,4818.472662,4789.928005,4757.660816,4724.499696,4699.610824,4668.251157,4640.104278,4611.734415,4585.941115,4551.790303,4523.665437,4495.347826,4466.931185,4400.177113
RC3CoCCS30HF,RD,Conservative,30,Coal,CCS30HighCF,5299.095529,5279.293124,5259.490719,5239.688314,5219.88591,5200.083505,5180.2811,5147.214634,5124.6041,5098.850985,5075.555406,5050.896738,5021.111387,4992.632519,4962.480947,4931.583275,4905.996361,4878.980212,4845.183948,4818.472662,4789.928005,4757.660816,4724.499696,4699.610824,4668.251157,4640.104278,4611.734415,4585.941115,4551.790303,4523.665437,4495.347826,4466.931185,4400.177113
RA3CoCCS90HF,RD,Advanced,30,Coal,CCS90HighCF,6830.74789,6805.222602,6779.697313,6754.172024,6728.646735,6703.121446,6677.596158,6634.972957,6605.827268,6572.629542,6542.599782,6510.814243,6472.419468,6435.709826,6396.843553,6357.014613,6324.031544,6289.206416,6245.641798,6211.20996,6174.415578,6132.820912,6090.075533,6057.993382,6017.568586,5981.285983,5944.71597,5911.466379,5867.445102,5831.191581,5794.688901,5758.059052,5672.00981
RM3CoCCS90HF,RD,Moderate,30,Coal,CCS90HighCF,6830.74789,6805.222602,6779.697313,6754.172024,6728.646735,6703.121446,6677.596158,6634.972957,6605.827268,6572.629542,6542.599782,6510.814243,6472.419468,6435.709826,6396.843553,6357.014613,6324.031544,6289.206416,6245.641798,6211.20996,6174.415578,6132.820912,6090.075533,6057.993382,6017.568586,5981.285983,5944.71597,5911.466379,5867.445102,5831.191581,5794.688901,5758.059052,5672.00981
RC3CoCCS90HF,RD,Conservative,30,Coal,CCS90HighCF,6830.74789,6805.222602,6779.697313,6754.172024,6728.646735,6703.121446,6677.596158,6634.972957,6605.827268,6572.629542,6542.599782,6510.814243,6472.419468,6435.709826,6396.843553,6357.014613,6324.031544,6289.206416,6245.641798,6211.20996,6174.415578,6132.820912,6090.075533,6057.993382,6017.568586,5981.285983,5944.71597,5911.466379,5867.445102,5831.191581,5794.688901,5758.059052,5672.00981
