bus_id,dist,rs,rb
1,0.0,s356,p134
2,0.0,s356,p134
3,0.0,s356,p134
4,0.0,s356,p134
5,0.0,s356,p134
6,0.0,s356,p134
7,0.0,s356,p134
8,0.0,s356,p134
9,0.0,s356,p134
10,0.0,s356,p134
11,0.0,s356,p134
12,0.0,s356,p134
13,0.0,s356,p134
14,0.0,s356,p134
15,0.0,s356,p134
16,0.0,s356,p134
17,0.0,s356,p134
18,0.0,s356,p134
19,0.0,s356,p134
20,0.0,s356,p134
21,0.0,s356,p134
22,0.0,s356,p134
23,0.0,s356,p134
24,0.0,s356,p134
25,0.0,s356,p134
26,0.0,s356,p134
27,0.0,s356,p134
28,0.0,s356,p134
29,0.0,s356,p134
30,0.0,s356,p134
31,0.0,s356,p134
32,0.0,s356,p134
33,0.0,s356,p134
34,0.0,s356,p134
35,0.0,s356,p134
36,0.0,s356,p134
37,0.0,s356,p134
38,0.0,s356,p134
39,0.0,s356,p134
40,0.0,s356,p134
41,0.0,s356,p134
42,0.0,s356,p134
43,0.0,s356,p134
44,0.0,s356,p134
45,0.0,s356,p134
46,0.0,s356,p134
47,0.0,s356,p134
48,0.0,s356,p134
49,0.0,s356,p134
50,0.0,s356,p134
51,0.0,s356,p134
52,0.0,s355,p134
53,0.0,s355,p134
54,0.0,s355,p134
55,0.0,s355,p134
56,0.0,s355,p134
57,0.0,s355,p134
58,0.0,s355,p134
59,0.0,s355,p134
60,0.0,s355,p134
61,0.0,s355,p134
62,0.0,s356,p134
63,0.0,s356,p134
64,0.0,s355,p134
65,0.0,s355,p134
66,0.0,s355,p134
67,0.0,s355,p134
68,0.0,s355,p134
69,0.0,s355,p134
70,0.0,s355,p134
71,0.0,s355,p134
72,0.0,s355,p134
73,0.0,s355,p134
74,0.0,s355,p134
75,0.0,s355,p134
76,0.0,s355,p134
77,0.0,s355,p134
78,0.0,s355,p134
79,0.0,s355,p134
80,0.0,s355,p134
81,0.0,s355,p134
82,0.0,s355,p134
83,0.0,s355,p134
84,0.0,s355,p134
85,0.0,s355,p134
86,0.0,s355,p134
87,0.0,s355,p134
88,0.07276166808372912,s355,p134
89,0.04681861285312916,s355,p134
90,0.028386925486766128,s355,p134
91,0.028386925486766128,s355,p134
92,0.0,s355,p134
93,0.0,s355,p134
94,0.0,s355,p134
95,0.0335881216322451,s355,p134
96,0.0,s355,p134
97,0.0,s355,p134
98,0.0,s355,p134
99,0.0,s355,p134
100,0.0,s355,p134
101,0.0,s355,p134
102,0.0,s355,p134
103,0.0,s355,p134
104,0.0,s355,p134
105,0.0,s356,p134
106,0.0,s355,p134
107,0.0,s355,p134
108,0.0,s355,p134
109,0.0,s355,p134
110,0.0,s355,p134
111,0.0,s356,p134
112,0.0,s355,p134
113,0.0,s355,p134
114,0.0,s355,p134
115,0.0,s355,p134
116,0.0,s355,p134
117,0.0,s355,p134
118,0.0,s355,p134
119,0.0,s355,p134
120,0.0,s355,p134
121,0.0,s355,p134
122,0.0,s355,p134
123,0.0,s355,p134
124,0.0,s355,p134
125,0.0,s355,p134
126,0.0,s355,p134
127,0.0,s355,p134
128,0.0,s355,p134
129,0.0,s355,p134
130,0.0,s355,p134
131,0.0,s355,p134
132,0.0,s355,p134
133,0.0,s355,p134
134,0.0,s356,p134
135,0.0,s356,p134
136,0.0,s356,p134
137,0.0,s356,p134
138,0.0,s356,p134
139,0.011580177985367989,s356,p134
140,0.02283050634560608,s356,p134
141,0.0,s356,p134
142,0.0,s356,p134
143,0.0,s356,p134
144,0.0,s356,p134
145,0.0,s356,p134
146,0.0,s356,p134
147,0.0,s356,p134
148,0.0,s356,p134
149,0.0,s356,p134
150,0.0,s356,p134
151,0.009675392121462985,s356,p134
152,0.009675392121462985,s356,p134
153,0.0,s356,p134
154,0.0,s356,p134
155,0.0,s356,p134
156,0.0,s356,p134
157,0.0,s356,p134
158,0.0,s356,p134
159,0.0,s356,p134
160,0.0,s356,p134
161,0.05123561580024463,s356,p134
162,0.013025430752272358,s356,p134
163,0.08190953522474935,s356,p134
164,0.08190953522474935,s356,p134
165,0.0,s355,p134
166,0.0,s355,p134
167,0.0,s355,p134
168,0.0,s356,p134
169,0.0,s356,p134
170,0.0,s356,p134
171,0.0,s356,p134
172,0.0,s356,p134
173,0.0,s356,p134
174,0.032334159280150265,s356,p134
175,0.0,s356,p134
176,0.0,s356,p134
177,0.0,s356,p134
178,0.0,s356,p134
179,0.0,s356,p134
180,0.0,s356,p134
181,0.0,s356,p134
182,0.0,s356,p134
183,0.0,s356,p134
184,0.026340990222731325,s356,p134
185,0.0,s356,p134
186,0.0,s356,p134
187,0.0,s356,p134
188,0.0,s356,p134
189,0.0,s356,p134
190,0.0,s356,p134
191,0.0,s356,p134
192,0.0,s356,p134
193,0.0,s356,p134
194,0.0,s356,p134
195,0.0,s356,p134
196,0.0,s356,p134
197,0.0,s356,p134
198,0.0,s356,p134
199,0.0,s356,p134
200,0.0,s356,p134
201,0.0,s356,p134
202,0.0,s356,p134
203,0.0,s356,p134
204,0.0,s356,p134
205,0.0,s356,p134
206,0.0,s356,p134
207,0.0,s356,p134
208,0.0,s356,p134
209,0.0,s356,p134
210,0.0,s356,p134
211,0.0,s356,p134
212,0.0,s356,p134
213,0.0,s356,p134
214,0.0,s356,p134
215,0.0,s356,p134
216,0.0,s356,p134
217,0.0,s356,p134
218,0.0,s356,p134
219,0.0,s356,p134
220,0.0,s356,p134
221,0.0,s356,p134
222,0.0,s356,p134
223,0.0,s356,p134
224,0.0,s356,p134
225,0.0,s356,p134
226,0.0,s356,p134
227,0.0,s356,p134
228,0.0,s356,p134
229,0.0,s356,p134
230,0.0,s356,p134
231,0.0,s356,p134
232,0.0,s356,p134
233,0.0,s356,p134
234,0.0,s356,p134
235,0.0,s355,p134
236,0.0,s355,p134
237,0.0,s355,p134
238,0.0,s355,p134
239,0.0,s355,p134
240,0.0,s355,p134
241,0.0,s355,p134
242,0.0,s355,p134
243,0.0,s355,p134
244,0.0,s355,p134
245,0.0,s355,p134
246,0.0,s355,p134
247,0.0,s355,p134
248,0.0,s356,p134
249,0.0,s356,p134
250,0.0,s355,p134
251,0.0,s355,p134
252,0.0,s355,p134
253,0.0,s355,p134
254,0.0,s355,p134
255,0.0,s355,p134
256,0.0,s355,p134
257,0.0,s355,p134
258,0.0,s355,p134
259,0.0,s355,p134
260,0.0,s355,p134
261,0.0,s355,p134
262,0.0,s355,p134
263,0.0,s355,p134
264,0.0,s356,p134
265,0.0,s356,p134
266,0.0,s356,p134
267,0.0,s356,p134
268,0.0,s356,p134
269,0.021269612096284682,s356,p134
270,0.021269612096284682,s356,p134
271,0.0,s356,p134
272,0.0349896467521788,s356,p134
273,0.0349896467521788,s356,p134
274,0.1320848971625492,s356,p134
275,0.1320848971625492,s356,p134
276,0.0,s356,p134
277,0.015663849363085368,s356,p134
278,0.0,s356,p134
279,0.0,s356,p134
280,0.0,s356,p134
281,0.0,s356,p134
282,0.0,s356,p134
283,0.0,s356,p134
284,0.0,s356,p134
285,0.0,s356,p134
286,0.0,s356,p134
287,0.0,s356,p134
288,0.0,s356,p134
289,0.0,s356,p134
290,0.0,s356,p134
291,0.0,s356,p134
292,0.0,s356,p134
293,0.0,s356,p134
294,0.0,s356,p134
295,0.0,s356,p134
296,0.0,s356,p134
297,0.0,s356,p134
298,0.0,s356,p134
299,0.0,s356,p134
300,0.0,s356,p134
301,0.0,s356,p134
302,0.0,s356,p134
303,0.0,s356,p134
304,0.0,s356,p134
305,0.12308822664321088,s356,p134
306,0.12308822664321088,s356,p134
307,0.056045292711675826,s356,p134
308,0.15678013853528827,s356,p134
309,0.0,s356,p134
310,0.0,s356,p134
311,0.0,s356,p134
312,0.0,s356,p134
313,0.0,s356,p134
314,0.0,s356,p134
315,0.0,s356,p134
316,0.0,s356,p134
317,0.0,s356,p134
318,0.0,s356,p134
319,0.0,s356,p134
320,0.0,s356,p134
321,0.0,s356,p134
322,0.0,s356,p134
323,0.0,s356,p134
324,0.0,s356,p134
325,0.0,s356,p134
326,0.0,s356,p134
327,0.0,s356,p134
328,0.0,s356,p134
329,0.0,s355,p134
330,0.0,s356,p134
331,0.0,s356,p134
332,0.0,s356,p134
333,0.0,s356,p134
334,0.0,s356,p134
335,0.0,s356,p134
336,0.0,s356,p134
337,0.0,s356,p134
338,0.0,s356,p134
339,0.0,s356,p134
340,0.0,s356,p134
341,0.0,s356,p134
342,0.0,s356,p134
343,0.0,s356,p134
344,0.0,s356,p134
345,0.0,s356,p134
346,0.0,s356,p134
347,0.0,s356,p134
348,0.0,s356,p134
349,0.0,s356,p134
350,0.0,s356,p134
351,0.0,s356,p134
352,0.0,s356,p134
353,0.0,s356,p134
354,0.0,s356,p134
355,0.0,s356,p134
356,0.0,s356,p134
357,0.0,s356,p134
358,0.0,s356,p134
359,0.0,s356,p134
360,0.0,s356,p134
361,0.0,s356,p134
362,0.0,s356,p134
363,0.0,s356,p134
364,0.0,s356,p134
365,0.0,s356,p134
366,0.0,s356,p134
367,0.0,s356,p134
368,0.0,s356,p134
369,0.0,s356,p134
370,0.0,s356,p134
371,0.0,s356,p134
372,0.0,s356,p134
373,0.0,s356,p134
374,0.0,s356,p134
375,0.0,s356,p134
376,0.0,s356,p134
377,0.0,s356,p134
378,0.0,s356,p134
379,0.0,s356,p134
380,0.0,s356,p134
381,0.0,s356,p134
382,0.026932789256295924,s356,p134
383,0.026932789256295924,s356,p134
384,0.24430632287270532,s356,p134
385,0.24430632287270532,s356,p134
386,0.06794952428724801,s356,p134
387,0.0,s356,p134
388,0.0,s356,p134
389,0.0,s356,p134
390,0.0,s356,p134
391,0.0,s356,p134
392,0.0,s356,p134
393,0.0,s356,p134
394,0.06813829018043119,s356,p134
395,0.06813829018043119,s356,p134
396,0.0,s356,p134
397,0.0,s356,p134
398,0.0,s356,p134
399,0.0,s356,p134
400,0.0,s356,p134
401,0.0,s356,p134
402,0.0,s356,p134
403,0.0,s356,p134
404,0.0,s356,p134
405,0.0,s356,p134
406,0.0,s356,p134
407,0.0,s356,p134
408,0.0,s356,p134
409,0.0,s356,p134
410,0.0,s356,p134
411,0.0,s356,p134
412,0.0,s356,p134
413,0.017129815354993878,s356,p134
414,0.006448867359180499,s356,p134
415,0.006448867359180499,s356,p134
416,0.006448867359180499,s356,p134
417,0.0,s356,p134
418,0.0,s356,p134
419,0.0,s356,p134
420,0.0,s356,p134
421,0.0,s356,p134
422,0.0,s356,p134
423,0.0,s356,p134
424,0.0,s356,p134
425,0.0,s356,p134
426,0.0,s356,p134
427,0.0,s356,p134
428,0.0,s356,p134
429,0.0,s356,p134
430,0.0,s356,p134
431,0.0,s356,p134
432,0.0,s356,p134
433,0.0,s356,p134
434,0.0,s356,p134
435,0.0,s356,p134
436,0.0,s356,p134
437,0.0,s356,p134
438,0.0,s356,p134
439,0.0,s356,p134
440,0.0,s356,p134
441,0.0,s356,p134
442,0.0,s356,p134
443,0.0,s355,p134
444,0.0,s355,p134
445,0.0,s355,p134
446,0.0,s355,p134
447,0.0,s355,p134
448,0.0,s355,p134
449,0.0,s355,p134
450,0.0,s355,p134
451,0.0,s355,p134
452,0.0,s355,p134
453,0.0,s355,p134
454,0.0,s355,p134
455,0.0,s355,p134
456,0.0,s356,p134
457,0.0,s355,p134
458,0.0,s355,p134
459,0.0,s355,p134
460,0.0,s355,p134
461,0.0,s355,p134
462,0.0,s355,p134
463,0.0,s355,p134
464,0.0,s356,p134
465,0.0,s356,p134
466,0.0,s355,p134
467,0.0,s355,p134
468,0.0,s355,p134
469,0.0,s355,p134
470,0.0,s355,p134
471,0.0,s356,p134
472,0.0,s355,p134
473,0.0,s355,p134
474,0.0,s355,p134
475,0.0,s356,p134
476,0.0,s356,p134
477,0.0,s356,p134
478,0.0,s353,p130
479,0.0,s353,p130
480,0.0,s355,p134
481,0.0,s355,p134
482,0.0,s355,p134
483,0.0,s355,p134
484,0.0,s355,p134
485,0.0,s355,p134
486,0.0,s355,p134
487,0.0,s355,p134
488,0.0,s355,p134
489,0.0,s356,p134
490,0.0,s356,p134
491,0.0,s356,p134
492,0.0,s356,p134
493,0.0,s356,p134
494,0.0,s356,p134
495,0.0,s356,p134
496,0.0,s356,p134
497,0.0,s356,p134
498,0.0,s356,p134
499,0.0,s356,p134
500,0.0,s356,p134
501,0.0,s356,p134
502,0.0,s356,p134
503,0.0,s356,p134
504,0.0,s356,p134
505,0.0,s356,p134
506,0.0,s356,p134
507,0.0,s356,p134
508,0.0,s356,p134
509,0.0,s356,p134
510,0.0,s356,p134
511,0.0,s356,p134
512,0.0,s356,p134
513,0.0,s356,p134
514,0.0,s356,p134
515,0.0,s356,p134
516,0.0,s356,p134
517,0.0,s356,p134
518,0.0,s356,p134
519,0.0,s356,p134
520,0.0,s356,p134
521,0.0,s356,p134
522,0.0,s356,p134
523,0.0,s356,p134
524,0.0,s356,p134
525,0.0,s356,p134
526,0.0,s356,p134
527,0.0,s356,p134
528,0.0,s356,p134
529,0.0,s356,p134
530,0.0,s356,p134
531,0.0,s356,p134
532,0.0,s356,p134
533,0.0,s356,p134
534,0.0,s356,p134
535,0.0,s356,p134
536,0.0,s356,p134
537,0.0,s356,p134
538,0.0,s356,p134
539,0.0,s356,p134
540,0.0,s356,p134
541,0.0,s356,p134
542,0.0,s356,p134
543,0.0,s356,p134
544,0.0,s356,p134
545,0.0,s356,p134
546,0.0,s356,p134
547,0.0,s356,p134
548,0.0,s356,p134
549,0.0,s356,p134
550,0.0,s356,p134
551,0.0,s356,p134
552,0.0,s356,p134
553,0.0,s356,p134
554,0.0,s356,p134
555,0.0,s356,p134
556,0.0,s356,p134
557,0.0,s355,p134
558,0.0,s355,p134
559,0.0,s355,p134
560,0.0,s355,p134
561,0.0,s355,p134
562,0.0,s356,p134
563,0.0,s356,p134
564,0.0,s356,p134
565,0.0,s356,p134
566,0.0,s356,p134
567,0.0,s356,p134
568,0.0,s356,p134
569,0.0,s356,p134
570,0.0,s356,p134
571,0.0,s356,p134
572,0.0,s356,p134
573,0.0,s356,p134
574,0.0,s356,p134
575,0.0,s356,p134
576,0.0,s356,p134
577,0.0,s356,p134
578,0.0,s356,p134
579,0.0,s356,p134
580,0.0,s356,p134
581,0.0,s356,p134
582,0.0,s356,p134
583,0.0,s356,p134
584,0.0,s356,p134
585,0.0,s356,p134
586,0.0,s355,p134
587,0.0,s355,p134
588,0.0,s355,p134
589,0.0,s355,p134
590,0.0,s355,p134
591,0.0,s355,p134
592,0.0,s355,p134
593,0.0,s355,p134
594,0.0,s355,p134
595,0.0,s355,p134
596,0.0,s355,p134
597,0.0,s355,p134
598,0.0,s355,p134
599,0.0,s355,p134
600,0.0,s355,p134
601,0.0,s355,p134
602,0.0,s355,p134
603,0.0,s355,p134
604,0.0,s355,p134
605,0.0,s355,p134
606,0.0,s355,p134
607,0.0,s356,p134
608,0.0,s356,p134
609,0.0,s356,p134
610,0.0,s356,p134
611,0.0,s356,p134
612,0.0,s356,p134
613,0.0,s356,p134
614,0.0,s356,p134
615,0.0,s356,p134
616,0.0,s356,p134
617,0.0,s356,p134
618,0.0,s356,p134
619,0.00010539917598374217,s356,p134
620,0.00010539917598374217,s356,p134
621,0.0,s356,p134
622,0.0,s356,p134
623,0.0,s356,p134
624,0.0,s356,p134
625,0.0,s356,p134
626,0.0,s356,p134
627,0.0,s356,p134
628,0.0,s356,p134
629,0.0,s356,p134
630,0.0,s356,p134
631,0.0,s356,p134
632,0.0,s355,p134
633,0.0,s355,p134
634,0.0,s355,p134
635,0.0,s355,p134
636,0.0,s355,p134
637,0.0,s355,p134
638,0.0,s355,p134
639,0.0,s355,p134
640,0.0,s355,p134
641,0.0,s356,p134
642,0.0,s355,p134
643,0.0,s356,p134
644,0.0,s356,p134
645,0.0,s355,p134
646,0.0,s355,p134
647,0.0,s355,p134
648,0.0,s355,p134
649,0.0,s355,p134
650,0.0,s356,p134
651,0.0,s356,p134
652,0.0,s355,p134
653,0.0,s355,p134
654,0.0,s355,p134
655,0.0,s355,p134
656,0.0,s355,p134
657,0.0,s355,p134
658,0.0,s355,p134
659,0.0,s355,p134
660,0.0,s355,p134
661,0.0,s355,p134
662,0.0,s355,p134
663,0.0,s355,p134
664,0.0,s355,p134
665,0.0,s355,p134
666,0.0,s355,p134
667,0.0,s355,p134
668,0.0,s355,p134
669,0.0,s355,p134
670,0.0,s355,p134
671,0.0,s355,p134
672,0.0,s356,p134
673,0.0,s356,p134
674,0.0,s356,p134
675,0.0,s356,p134
676,0.0,s356,p134
677,0.0,s356,p134
678,0.0,s356,p134
679,0.0,s356,p134
680,0.0,s356,p134
681,0.0,s356,p134
682,0.07119003089175292,s356,p134
683,0.0,s356,p134
684,0.0,s356,p134
685,0.0,s356,p134
686,0.0,s356,p134
687,0.0,s356,p134
688,0.0,s356,p134
689,0.0,s356,p134
690,0.0,s356,p134
691,0.08085155755557631,s356,p134
692,0.08085155755557631,s356,p134
693,0.0,s356,p134
694,0.0,s356,p134
695,0.0,s356,p134
696,0.0,s356,p134
697,0.06204627805713486,s356,p134
698,0.06204627805713486,s356,p134
699,0.06204627805713486,s356,p134
700,0.0,s356,p134
701,0.0,s356,p134
702,0.0,s356,p134
703,0.0,s356,p134
704,0.0,s356,p134
705,0.0,s356,p134
706,0.0,s356,p134
707,0.0,s356,p134
708,0.022869861509694927,s356,p134
709,0.0749032145478901,s356,p134
710,0.0749032145478901,s356,p134
711,0.0749032145478901,s356,p134
712,0.0451405494743263,s356,p134
713,0.0451405494743263,s356,p134
714,0.09309985824511748,s356,p134
715,0.0,s356,p134
716,0.0,s356,p134
717,0.0,s356,p134
718,0.0,s356,p134
719,0.0,s356,p134
720,0.0,s356,p134
721,0.0,s356,p134
722,0.0,s356,p134
723,0.07329928029113521,s356,p134
724,0.0,s356,p134
725,0.0,s356,p134
726,0.0,s356,p134
727,0.0,s356,p134
728,0.0,s356,p134
729,0.0,s356,p134
730,0.0,s356,p134
731,0.034274553223569704,s356,p134
732,0.034274553223569704,s356,p134
733,0.0,s356,p134
734,0.0,s356,p134
735,0.0,s356,p134
736,0.0,s356,p134
737,0.0,s356,p134
738,0.0,s356,p134
739,0.0,s356,p134
740,0.0,s356,p134
741,0.0,s356,p134
742,0.0,s354,p130
743,0.0,s356,p134
744,0.0,s356,p134
745,0.0,s354,p130
746,0.0,s356,p134
747,0.0,s356,p134
748,0.0,s356,p134
749,0.0,s356,p134
750,0.0,s356,p134
751,0.0,s356,p134
752,0.0,s356,p134
753,0.0,s356,p134
754,0.0,s356,p134
755,0.0,s356,p134
756,0.0,s356,p134
757,0.0,s356,p134
758,0.0,s356,p134
759,0.030732333739992526,s356,p134
760,0.030732333739992526,s356,p134
761,0.0,s354,p130
762,0.023475355514784108,s356,p134
763,0.023475355514784108,s356,p134
764,0.0,s356,p134
765,0.0,s356,p134
766,0.0,s356,p134
767,0.0,s356,p134
768,0.0,s356,p134
769,0.0,s356,p134
770,0.0,s356,p134
771,0.0,s356,p134
772,0.0,s356,p134
773,0.011149771623247385,s356,p134
774,0.0,s356,p134
775,0.0,s356,p134
776,0.0,s356,p134
777,0.0,s354,p130
778,0.09702050977727314,s356,p134
779,0.09702050977727314,s356,p134
780,0.05370513842132569,s354,p130
781,0.05370513842132569,s354,p130
782,0.0,s354,p130
783,0.0,s354,p130
784,0.0,s354,p130
785,0.0,s354,p130
786,0.0,s354,p130
787,0.0,s354,p130
788,0.0,s354,p130
789,0.0,s356,p134
790,0.0,s356,p134
791,0.0,s356,p134
792,0.0,s356,p134
793,0.0,s356,p134
794,0.0,s356,p134
795,0.0,s356,p134
796,0.0,s356,p134
797,0.0,s356,p134
798,0.0,s356,p134
799,0.0,s356,p134
800,0.0,s356,p134
801,0.0,s356,p134
802,0.0,s356,p134
803,0.0,s356,p134
804,0.0,s356,p134
805,0.0,s356,p134
806,0.0,s356,p134
807,0.0,s356,p134
808,0.0,s356,p134
809,0.0,s356,p134
810,0.0,s356,p134
811,0.0,s356,p134
812,0.0,s356,p134
813,0.0,s356,p134
814,0.0,s356,p134
815,0.0,s356,p134
816,0.0,s356,p134
817,0.0,s356,p134
818,0.0,s356,p134
819,0.0,s356,p134
820,0.0,s356,p134
821,0.0,s356,p134
822,0.0,s356,p134
823,0.0,s356,p134
824,0.0,s356,p134
825,0.0,s356,p134
826,0.0,s356,p134
827,0.0,s356,p134
828,0.0,s356,p134
829,0.0,s356,p134
830,0.0,s356,p134
831,0.0,s356,p134
832,0.0,s356,p134
833,0.0,s356,p134
834,0.0,s356,p134
835,0.0,s356,p134
836,0.08510607374838156,s356,p134
837,0.08510607374838156,s356,p134
838,0.08510607374838156,s356,p134
839,0.0,s356,p134
840,0.0,s356,p134
841,0.0,s356,p134
842,0.0,s356,p134
843,0.004246598101685332,s356,p134
844,0.004246598101685332,s356,p134
845,0.004246598101685332,s356,p134
846,0.004246598101685332,s356,p134
847,0.004246598101685332,s356,p134
848,0.0,s356,p134
849,0.0,s356,p134
850,0.0,s356,p134
851,0.0,s356,p134
852,0.0,s356,p134
853,0.0,s356,p134
854,0.0,s356,p134
855,0.0,s356,p134
856,0.0,s356,p134
857,0.0,s356,p134
858,0.0,s355,p134
859,0.0,s355,p134
860,0.0,s355,p134
861,0.0,s355,p134
862,0.0,s356,p134
863,0.0,s356,p134
864,0.0,s356,p134
865,0.0,s356,p134
866,0.0,s356,p134
867,0.0,s356,p134
868,0.0,s356,p134
869,0.0,s356,p134
870,0.0,s356,p134
871,0.0,s356,p134
872,0.0,s356,p134
873,0.0,s356,p134
874,0.0,s356,p134
875,0.0,s356,p134
876,0.0,s356,p134
877,0.0,s356,p134
878,0.0,s355,p134
879,0.0,s355,p134
880,0.0,s355,p134
881,0.0,s355,p134
882,0.0,s355,p134
883,0.0,s355,p134
884,0.0,s355,p134
885,0.0,s356,p134
886,0.0,s356,p134
887,0.0,s356,p134
888,0.0,s356,p134
889,0.0,s356,p134
890,0.0,s356,p134
891,0.0,s356,p134
892,0.0,s356,p134
893,0.0,s356,p134
894,0.0,s355,p134
895,0.0,s355,p134
896,0.0,s355,p134
897,0.0,s355,p134
898,0.0,s355,p134
899,0.0,s355,p134
900,0.0,s355,p134
901,0.0,s355,p134
902,0.0,s355,p134
903,0.0,s356,p134
904,0.0,s356,p134
905,0.0,s356,p134
906,0.0,s356,p134
907,0.0,s356,p134
908,0.0,s356,p134
909,0.0,s356,p134
910,0.0,s356,p134
911,0.0,s356,p134
912,0.0,s356,p134
913,0.0,s356,p134
914,0.0,s356,p134
915,0.0,s356,p134
916,0.0,s356,p134
917,0.0,s356,p134
918,0.0,s356,p134
919,0.0,s356,p134
920,0.0,s356,p134
921,0.0,s356,p134
922,0.0,s356,p134
923,0.0,s353,p130
924,0.0,s353,p130
925,0.0,s353,p130
926,0.0,s353,p130
927,0.0,s355,p134
928,0.0,s355,p134
929,0.0,s355,p134
930,0.0,s355,p134
931,0.0,s355,p134
932,0.0,s355,p134
933,0.0,s355,p134
934,0.0,s355,p134
935,0.0,s355,p134
936,0.0,s355,p134
937,0.0,s355,p134
938,0.0,s355,p134
939,0.0,s355,p134
940,0.0,s355,p134
941,0.0,s355,p134
942,0.0,s355,p134
943,0.0,s355,p134
944,0.0,s356,p134
945,0.0,s356,p134
946,0.0,s355,p134
947,0.0,s355,p134
948,0.0,s355,p134
949,0.0,s355,p134
950,0.0,s355,p134
951,0.0,s355,p134
952,0.0,s355,p134
953,0.0,s355,p134
954,0.0,s355,p134
955,0.0,s355,p134
956,0.0,s355,p134
957,0.0,s355,p134
958,0.0,s355,p134
959,0.0,s355,p134
960,0.0,s355,p134
961,0.0,s356,p134
962,0.0,s356,p134
963,0.0,s356,p134
964,0.0,s356,p134
965,0.0,s355,p134
966,0.0,s355,p134
967,0.0,s355,p134
968,0.0,s355,p134
969,0.0,s355,p134
970,0.0,s355,p134
971,0.0,s355,p134
972,0.0,s355,p134
973,0.0,s355,p134
974,0.0,s355,p134
975,0.0,s355,p134
976,0.0,s355,p134
977,0.0,s355,p134
978,0.0,s356,p134
979,0.0,s356,p134
980,0.0,s356,p134
981,0.0,s356,p134
982,0.0,s356,p134
983,0.0,s356,p134
984,0.0,s356,p134
985,0.0,s356,p134
986,0.0,s356,p134
987,0.0,s356,p134
988,0.0,s356,p134
989,0.0,s356,p134
990,0.0,s356,p134
991,0.0,s356,p134
992,0.0,s356,p134
993,0.0,s356,p134
994,0.0,s356,p134
995,0.0,s356,p134
996,0.0,s356,p134
997,0.0,s356,p134
998,0.0,s356,p134
999,0.0,s356,p134
1000,0.0,s355,p134
1001,0.0,s355,p134
1002,0.0,s355,p134
1003,0.0,s355,p134
1004,0.0,s355,p134
1005,0.0,s355,p134
1006,0.0,s355,p134
1007,0.0,s355,p134
1008,0.0,s355,p134
1009,0.0,s355,p134
1010,0.0,s355,p134
1011,0.0,s355,p134
1012,0.0,s356,p134
1013,0.0,s356,p134
1014,0.0,s356,p134
1015,0.0,s356,p134
1016,0.0,s356,p134
1017,0.0,s355,p134
1018,0.0,s355,p134
1019,0.0,s355,p134
1020,0.0,s355,p134
1021,0.0,s356,p134
1022,0.0,s356,p134
1023,0.0,s356,p134
1024,0.0,s356,p134
1025,0.0,s356,p134
1026,0.0,s356,p134
1027,0.0,s356,p134
1028,0.0,s356,p134
1029,0.0,s356,p134
1030,0.0,s356,p134
1031,0.0,s356,p134
1032,0.0,s356,p134
1033,0.0,s355,p134
1034,0.0,s355,p134
1035,0.0,s355,p134
1036,0.0,s355,p134
1037,0.0,s356,p134
1038,0.0,s356,p134
1039,0.0,s356,p134
1040,0.0,s356,p134
1041,0.0,s356,p134
1042,0.0,s356,p134
1043,0.0,s356,p134
1044,0.0,s355,p134
1045,0.0,s355,p134
1046,0.0,s355,p134
1047,0.0,s355,p134
1048,0.0,s355,p134
1049,0.0,s356,p134
1050,0.0,s356,p134
1051,0.0,s356,p134
1052,0.0,s356,p134
1053,0.0,s356,p134
1054,0.0,s356,p134
1055,0.0,s356,p134
1056,0.0,s355,p134
1057,0.0,s355,p134
1058,0.0,s355,p134
1059,0.0,s356,p134
1060,0.0,s356,p134
1061,0.0,s356,p134
1062,0.0,s356,p134
1063,0.1643110049530097,s356,p134
1064,0.1643110049530097,s356,p134
1065,0.1643110049530097,s356,p134
1066,0.0,s356,p134
1067,0.0,s356,p134
1068,0.0,s356,p134
1069,0.0,s356,p134
1070,0.0,s356,p134
1071,0.0,s356,p134
1072,0.0,s356,p134
1073,0.0,s356,p134
1074,0.0,s356,p134
1075,0.0,s356,p134
1076,0.0,s356,p134
1077,0.0,s356,p134
1078,0.0,s356,p134
1079,0.0,s356,p134
1080,0.0,s356,p134
1081,0.0,s356,p134
1082,0.0,s356,p134
1083,0.0,s356,p134
1084,0.0,s356,p134
1085,0.0,s356,p134
1086,0.0,s356,p134
1087,0.0,s356,p134
1088,0.0,s356,p134
1089,0.0,s356,p134
1090,0.0,s356,p134
1091,0.0,s356,p134
1092,0.0,s356,p134
1093,0.0,s356,p134
1094,0.0,s356,p134
1095,0.0,s356,p134
1096,0.0,s356,p134
1097,0.0,s356,p134
1098,0.0,s356,p134
1099,0.0,s356,p134
1100,0.0,s355,p134
1101,0.0,s355,p134
1102,0.0,s356,p134
1103,0.0,s356,p134
1104,0.0,s356,p134
1105,0.0,s356,p134
1106,0.0,s356,p134
1107,0.0,s356,p134
1108,0.0,s355,p134
1109,0.0,s355,p134
1110,0.0,s355,p134
1111,0.0,s355,p134
1112,0.0,s355,p134
1113,0.0,s355,p134
1114,0.0,s355,p134
1115,0.0,s355,p134
1116,0.0,s355,p134
1117,0.0,s355,p134
1118,0.0,s355,p134
1119,0.0,s355,p134
1120,0.0,s355,p134
1121,0.0,s356,p134
1122,0.0,s356,p134
1123,0.0,s356,p134
