bus_id,name_abbr,dist,lat,lon
491,NEISO,0.0,44.8388,-68.8018
492,NEISO,0.0,44.7862,-68.8054
493,NEISO,0.0,44.7862,-68.8054
494,NEISO,0.0,44.7862,-68.8054
495,NEISO,0.0,44.8534,-68.9483
496,NEISO,0.0,44.8534,-68.9483
497,NEISO,0.0,44.8534,-68.9483
498,NEISO,0.0,44.8534,-68.9483
499,NEISO,0.0,44.8534,-68.9483
500,NEISO,0.0,44.8495,-68.8693
501,NEISO,0.0,44.8495,-68.8693
502,NEISO,0.0,44.8495,-68.8693
503,NEISO,0.0,44.8495,-68.8693
504,NEISO,0.0,44.8495,-68.8693
505,NEISO,0.0,44.8495,-68.8693
506,NEISO,0.0,44.8316,-68.7305
507,NEISO,0.0,44.6919,-68.7055
508,NEISO,0.0,44.6919,-68.7055
509,NEISO,0.0,44.8053,-68.7905
510,NEISO,0.0,44.8102,-69.0461
511,NEISO,0.0,44.7574,-69.026
512,NEISO,0.0,45.0676,-69.1185
513,NEISO,0.0,45.0676,-69.1185
514,NEISO,0.0,45.0628,-68.9701
515,NEISO,0.0,45.0628,-68.9701
516,NEISO,0.0,44.9113,-69.2723
517,NEISO,0.0,44.9113,-69.2723
518,NEISO,0.0,45.0167,-68.9998
519,NEISO,0.0,45.0167,-68.9998
520,NEISO,0.0,44.9392,-68.9942
521,NEISO,0.0,44.9392,-68.9942
522,NEISO,0.0,44.9392,-68.9942
523,NEISO,0.0,45.0566,-69.337
524,NEISO,0.0,45.0566,-69.337
525,NEISO,0.0,44.9727,-69.2832
526,NEISO,0.0,44.9727,-69.2832
527,NEISO,0.0,44.9727,-69.2832
528,NEISO,0.0,44.9727,-69.2832
529,NEISO,0.0,44.9727,-69.2832
530,NEISO,0.0,45.6684,-68.6248
531,NEISO,0.0,44.7848,-68.5123
532,NEISO,0.0,44.7848,-68.5123
533,NEISO,0.0,44.8859,-68.5826
534,NEISO,0.0,44.6994,-69.1351
535,NEISO,0.0,44.9519,-69.1829
536,NEISO,0.0,45.0143,-68.4673
537,NEISO,0.0,44.7473,-68.9329
538,NEISO,0.0,44.7473,-68.9329
539,NEISO,0.0,44.7614,-68.8929
540,NEISO,0.0,44.7614,-68.8929
541,NEISO,0.0,44.772,-68.9355
542,NEISO,0.0,44.772,-68.9355
543,NEISO,0.0,44.772,-68.9355
544,NEISO,0.0,45.2818,-68.7181
545,NEISO,0.0,44.9734,-68.8352
546,NEISO,0.0,44.9688,-68.9264
547,NEISO,0.0,44.9688,-68.9264
548,NEISO,0.0,45.3457,-68.2843
