,type
10939,solar
10940,solar
10941,ng
10942,hydro
10943,ng
10944,ng
10945,hydro
10946,hydro
10947,hydro
10948,solar
10949,solar
10950,ng
10951,ng
10952,ng
10953,ng
10954,hydro
10955,solar
10956,solar
10957,solar
10958,solar
10959,solar
10960,solar
10961,hydro
10962,hydro
10963,hydro
10964,hydro
10965,solar
10966,solar
10967,solar
10968,solar
10969,solar
10970,solar
10971,hydro
10972,hydro
10973,solar
10974,solar
10975,solar
10976,solar
10977,ng
10978,ng
10979,ng
10980,ng
10981,ng
10982,ng
10983,hydro
10984,hydro
10985,ng
10986,ng
10987,ng
10988,ng
10989,solar
10990,solar
10991,solar
10992,solar
10993,hydro
10994,hydro
10995,hydro
10996,hydro
10997,hydro
10998,ng
10999,ng
11000,hydro
11001,hydro
11002,hydro
11003,hydro
11004,hydro
11005,ng
11006,ng
11007,ng
11008,ng
11009,ng
11010,ng
11011,ng
11012,ng
11013,ng
11014,ng
11015,ng
11016,ng
11017,hydro
11018,hydro
11019,hydro
11020,hydro
11021,hydro
11022,hydro
11023,hydro
11024,hydro
11025,hydro
11026,hydro
11027,hydro
11028,hydro
11029,ng
11030,ng
11031,ng
11032,ng
11033,wind
11034,wind
11035,wind
11036,wind
11037,ng
11038,ng
11039,ng
11040,ng
11041,wind
11042,wind
11043,wind
11044,wind
11045,wind
11046,wind
11047,ng
11048,ng
11049,ng
11050,ng
11051,ng
11052,ng
11053,ng
11054,ng
11055,coal
11056,ng
11057,ng
11058,ng
11059,ng
11060,ng
11061,ng
11062,ng
11063,ng
11064,ng
11065,ng
11066,solar
11067,solar
11068,ng
11069,ng
11070,ng
11071,ng
11072,ng
11073,ng
11074,ng
11075,coal
11076,coal
11077,coal
11078,ng
11079,ng
11080,wind
11081,wind
11082,wind
11083,wind
11084,ng
11085,ng
11086,ng
11087,wind
11088,ng
11089,ng
11090,ng
11091,ng
11092,ng
11093,ng
11094,ng
11095,ng
11096,ng
11097,ng
11098,ng
11099,ng
11100,wind
11101,wind
11102,ng
11103,ng
11104,ng
11105,coal
11106,coal
11107,coal
11108,coal
11109,coal
11110,coal
11111,ng
11112,ng
11113,ng
11114,ng
11115,ng
11116,ng
11117,ng
11118,ng
11119,ng
11120,ng
11121,ng
11122,wind
11123,wind
11124,ng
11125,ng
11126,ng
11127,ng
11128,ng
11129,ng
11130,ng
11131,ng
11132,ng
11133,ng
11134,ng
11135,wind
11136,ng
11137,ng
11138,ng
11139,ng
11140,hydro
11141,hydro
11142,hydro
11143,hydro
11144,hydro
11145,hydro
11146,hydro
11147,hydro
11148,hydro
11149,hydro
11150,hydro
11151,solar
11152,solar
11153,solar
11154,solar
11155,ng
11156,ng
11157,ng
11158,ng
11159,hydro
11160,hydro
11161,hydro
11162,hydro
11163,hydro
11164,hydro
11165,solar
11166,solar
11167,solar
11168,solar
11169,solar
11170,solar
11171,solar
11172,solar
11173,hydro
11174,hydro
11175,hydro
11176,hydro
11177,ng
11178,ng
11179,ng
11180,ng
11181,hydro
11182,hydro
11183,hydro
11184,hydro
11185,hydro
11186,solar
11187,solar
11188,ng
11189,ng
11190,ng
11191,hydro
11192,hydro
11193,hydro
11194,hydro
11195,hydro
11196,hydro
11197,hydro
11198,ng
11199,ng
11200,solar
11201,solar
11202,solar
11203,hydro
11204,hydro
11205,hydro
11206,ng
11207,ng
11208,ng
11209,ng
11210,ng
11211,ng
11212,hydro
11213,hydro
11214,hydro
11215,hydro
11216,coal
11217,coal
11218,ng
11219,ng
11220,ng
11221,hydro
11222,hydro
11223,hydro
11224,hydro
11225,hydro
11226,hydro
11227,hydro
11228,hydro
11229,solar
11230,solar
11231,hydro
11232,solar
11233,solar
11234,solar
11235,solar
11236,hydro
11237,hydro
11238,hydro
11239,hydro
11240,hydro
11241,ng
11242,ng
11243,ng
11244,ng
11245,ng
11246,ng
11247,ng
11248,ng
11249,solar
11250,solar
11251,solar
11252,ng
11253,solar
11254,solar
11255,solar
11256,solar
11257,solar
11258,hydro
11259,solar
11260,ng
11261,ng
11262,ng
11263,ng
11264,ng
11265,ng
11266,ng
11267,hydro
11268,hydro
11269,hydro
11270,hydro
11271,ng
11272,ng
11273,hydro
11274,ng
11275,ng
11276,ng
11277,ng
11278,hydro
11279,hydro
11280,hydro
11281,solar
11282,solar
11283,solar
11284,solar
11285,solar
11286,solar
11287,solar
11288,solar
11289,ng
11290,ng
11291,ng
11292,ng
11293,hydro
11294,hydro
11295,hydro
11296,hydro
11297,hydro
11298,hydro
11299,hydro
11300,hydro
11301,hydro
11302,hydro
11303,hydro
11304,ng
11305,ng
11306,ng
11307,ng
11308,ng
11309,ng
11310,ng
11311,ng
11312,ng
11313,ng
11314,hydro
11315,hydro
11316,hydro
11317,hydro
11318,hydro
11319,hydro
11320,hydro
11321,ng
11322,ng
11323,ng
11324,ng
11325,ng
11326,ng
11327,ng
11328,ng
11329,hydro
11330,hydro
11331,hydro
11332,hydro
11333,ng
11334,ng
11335,ng
11336,ng
11337,ng
11338,ng
11339,ng
11340,wind
11341,wind
11342,ng
11343,ng
11344,solar
11345,ng
11346,ng
11347,solar
11348,solar
11349,solar
11350,solar
11351,solar
11352,wind
11353,solar
11354,solar
11355,ng
11356,wind
11357,wind
11358,wind
11359,solar
11360,solar
11361,solar
11362,ng
11363,ng
11364,ng
11365,ng
11366,ng
11367,ng
11368,ng
11369,ng
11370,ng
11371,ng
11372,ng
11373,ng
11374,ng
11375,solar
11376,ng
11377,solar
11378,ng
11379,solar
11380,wind
11381,wind
11382,solar
11383,solar
11384,ng
11385,ng
11386,ng
11387,ng
11388,ng
11389,coal
11390,ng
11391,ng
11392,ng
11393,ng
11394,ng
11395,ng
11396,ng
11397,ng
11398,wind
11399,wind
11400,solar
11401,solar
11402,solar
11403,solar
11404,ng
11405,ng
11406,ng
11407,ng
11408,ng
11409,ng
11410,ng
11411,ng
11412,ng
11413,solar
11414,solar
11415,solar
11416,solar
11417,solar
11418,ng
11419,solar
11420,solar
11421,solar
11422,ng
11423,hydro
11424,hydro
11425,hydro
11426,hydro
11427,wind
11428,wind
11429,wind
11430,wind
11431,wind
11432,wind
11433,wind
11434,wind
11435,wind
11436,wind
11437,wind
11438,wind
11439,wind
11440,wind
11441,wind
11442,wind
11443,wind
11444,ng
11445,ng
11446,ng
11447,ng
11448,wind
11449,wind
11450,wind
11451,wind
11452,ng
11453,ng
11454,ng
11455,ng
11456,wind
11457,wind
11458,wind
11459,solar
11460,ng
11461,ng
11462,ng
11463,ng
11464,ng
11465,ng
11466,ng
11467,ng
11468,ng
11469,ng
11470,ng
11471,ng
11472,ng
11473,ng
11474,ng
11475,ng
11476,solar
11477,solar
11478,solar
11479,solar
11480,wind
11481,wind
11482,ng
11483,ng
11484,ng
11485,ng
11486,ng
11487,ng
11488,ng
11489,wind
11490,ng
11491,ng
11492,ng
11493,ng
11494,ng
11495,wind
11496,ng
11497,ng
11498,ng
11499,ng
11500,ng
11501,ng
11502,ng
11503,ng
11504,ng
11505,ng
11506,ng
11507,ng
11508,ng
11509,ng
11510,ng
11511,ng
11512,ng
11513,ng
11514,ng
11515,ng
11516,ng
11517,ng
11518,ng
11519,ng
11520,wind
11521,ng
11522,ng
11523,ng
11524,ng
11525,ng
11526,ng
11527,ng
11528,ng
11529,ng
11530,ng
11531,ng
11532,ng
11533,ng
11534,ng
11535,ng
11536,ng
11537,ng
11538,ng
11539,ng
11540,ng
11541,ng
11542,ng
11543,ng
11544,ng
11545,hydro
11546,hydro
11547,hydro
11548,wind
11549,solar
11550,solar
11551,solar
11552,solar
11553,ng
11554,ng
11555,ng
11556,ng
11557,ng
11558,ng
11559,ng
11560,ng
11561,ng
11562,ng
11563,ng
11564,wind
11565,wind
11566,wind
11567,wind
11568,wind
11569,wind
11570,ng
11571,ng
11572,nuclear
11573,nuclear
11574,ng
11575,ng
11576,ng
11577,solar
11578,solar
11579,solar
11580,solar
11581,solar
11582,solar
11583,solar
11584,solar
11585,solar
11586,ng
11587,ng
11588,ng
11589,ng
11590,ng
11591,ng
11592,ng
11593,ng
11594,ng
11595,ng
11596,ng
11597,ng
11598,ng
11599,ng
11600,ng
11601,ng
11602,ng
11603,ng
11604,ng
11605,ng
11606,ng
11607,ng
11608,hydro
11609,hydro
11610,hydro
11611,hydro
11612,hydro
11613,hydro
11614,hydro
11615,hydro
11616,hydro
11617,hydro
11618,hydro
11619,hydro
11620,hydro
11621,ng
11622,ng
11623,wind
11624,ng
11625,ng
11626,ng
11627,ng
11628,hydro
11629,hydro
11630,hydro
11631,hydro
11632,hydro
11633,hydro
11634,hydro
11635,ng
11636,ng
11637,ng
11638,wind
11639,solar
11640,solar
11641,solar
11642,solar
11643,ng
11644,ng
11645,ng
11646,ng
11647,ng
11648,ng
11649,ng
11650,ng
11651,solar
11652,solar
11653,solar
11654,solar
11655,ng
11656,wind
11657,ng
11658,solar
11659,solar
11660,solar
11661,solar
11662,solar
11663,solar
11664,solar
11665,solar
11666,solar
11667,solar
11668,solar
11669,solar
11670,solar
11671,solar
11672,solar
11673,solar
11674,solar
11675,solar
11676,solar
11677,solar
11678,solar
11679,solar
11680,solar
11681,solar
11682,solar
11683,solar
11684,solar
11685,wind
11686,solar
11687,ng
11688,ng
11689,ng
11690,ng
11691,ng
11692,ng
11693,ng
11694,ng
11695,ng
11696,ng
11697,ng
11698,ng
11699,ng
11700,ng
11701,ng
11702,ng
11703,ng
11704,ng
11705,ng
11706,ng
11707,ng
11708,ng
11709,solar
11710,solar
11711,solar
11712,ng
11713,ng
11714,ng
11715,coal
11716,coal
11717,coal
11718,coal
11719,coal
11720,ng
11721,ng
11722,ng
11723,solar
11724,wind
11725,solar
11726,solar
11727,solar
11728,solar
11729,solar
11730,ng
11731,solar
11732,solar
11733,ng
11734,ng
11735,ng
11736,ng
11737,ng
11738,ng
11739,solar
11740,ng
11741,ng
11742,ng
11743,ng
11744,ng
11745,ng
11746,ng
11747,ng
11748,ng
11749,ng
11750,solar
11751,solar
11752,wind
11753,wind
11754,wind
11755,hydro
11756,hydro
11757,hydro
11758,hydro
11759,hydro
11760,hydro
11761,solar
11762,ng
11763,ng
11764,ng
11765,solar
11766,solar
11767,solar
11768,ng
11769,ng
11770,ng
11771,solar
11772,solar
11773,solar
11774,hydro
11775,hydro
11776,hydro
11777,ng
11778,solar
11779,wind
11780,ng
11781,ng
11782,ng
11783,ng
11784,solar
11785,hydro
11786,hydro
11787,hydro
11788,hydro
11789,wind
11790,wind
11791,ng
11792,ng
11793,ng
11794,ng
11795,ng
11796,ng
11797,ng
11798,ng
11799,ng
11800,ng
11801,ng
11802,ng
11803,ng
11804,ng
11805,ng
11806,ng
11807,solar
11808,solar
11809,solar
11810,ng
11811,ng
11812,ng
11813,ng
11814,ng
11815,solar
11816,solar
11817,solar
11818,solar
11819,solar
11820,ng
11821,ng
11822,ng
11823,ng
11824,solar
11825,solar
11826,solar
11827,solar
11828,solar
11829,solar
11830,solar
11831,solar
11832,solar
11833,solar
11834,solar
11835,solar
11836,ng
11837,ng
11838,hydro
11839,hydro
11840,solar
11841,ng
11842,solar
11843,hydro
11844,hydro
11845,hydro
11846,hydro
11847,ng
11848,ng
11849,ng
11850,ng
11851,ng
11852,ng
11853,ng
11854,ng
11855,ng
11856,ng
11857,ng
11858,ng
11859,ng
11860,ng
11861,ng
11862,ng
11863,ng
11864,ng
11865,ng
11866,solar
11867,ng
11868,ng
11869,ng
11870,ng
11871,ng
11872,ng
11873,wind
11874,wind
11875,wind
11876,wind
11877,wind
11878,wind
11879,ng
11880,ng
11881,ng
11882,ng
11883,ng
11884,ng
11885,ng
11886,wind
11887,wind
11888,wind
11889,wind
11890,wind
11891,wind
11892,solar
11893,solar
11894,solar
11895,solar
11896,solar
11897,ng
11898,ng
11899,ng
11900,wind
11901,wind
11902,wind
11903,wind
11904,wind
11905,solar
11906,ng
11907,ng
11908,ng
11909,ng
11910,ng
11911,ng
11912,ng
11913,ng
11914,solar
11915,solar
11916,solar
11917,solar
11918,solar
11919,solar
11920,solar
11921,solar
11922,solar
11923,ng
11924,ng
11925,ng
11926,ng
11927,ng
11928,ng
11929,solar
11930,solar
11931,solar
11932,solar
11933,solar
11934,solar
11935,solar
11936,solar
11937,ng
11938,ng
11939,ng
11940,ng
11941,ng
11942,coal
11943,solar
11944,solar
11945,solar
11946,solar
11947,solar
11948,coal
11949,coal
11950,solar
11951,solar
11952,ng
11953,ng
11954,ng
11955,solar
11956,solar
11957,solar
11958,solar
11959,solar
11960,ng
11961,ng
11962,ng
11963,ng
11964,solar
11965,solar
11966,solar
11967,solar
11968,solar
11969,ng
11970,ng
11971,ng
11972,coal
11973,ng
11974,ng
11975,ng
11976,ng
11977,solar
11978,solar
11979,solar
11980,solar
11981,solar
11982,solar
11983,solar
11984,solar
11985,solar
11986,solar
11987,solar
11988,solar
11989,ng
11990,ng
11991,ng
11992,ng
11993,ng
11994,ng
11995,ng
11996,ng
11997,ng
11998,solar
11999,wind
12000,ng
12001,ng
12002,ng
12003,ng
12004,ng
12005,ng
12006,ng
12007,ng
12008,solar
12009,solar
12010,ng
12011,ng
12012,ng
12013,ng
12014,ng
12015,ng
12016,ng
12017,ng
12018,ng
12019,ng
12020,ng
12021,ng
12022,ng
12023,ng
12024,ng
12025,solar
12026,solar
12027,solar
12028,solar
12029,solar
12030,ng
12031,ng
12032,ng
12033,ng
12034,ng
12035,ng
12036,ng
12037,ng
12038,ng
12039,ng
12040,solar
12041,solar
12042,solar
12043,solar
12044,ng
12045,ng
12046,ng
12047,solar
12048,solar
12049,solar
12050,solar
12051,hydro
12052,hydro
12053,hydro
12054,hydro
12055,hydro
12056,hydro
12057,ng
12058,ng
12059,ng
12060,ng
12061,ng
12062,solar
12063,solar
12064,solar
12065,ng
12066,ng
12067,ng
12068,ng
12069,ng
12070,ng
12071,ng
12072,ng
12073,ng
12074,ng
12075,hydro
12076,wind
12077,hydro
12078,hydro
12079,hydro
12080,hydro
12081,solar
12082,ng
12083,ng
12084,ng
12085,ng
12086,ng
12087,ng
12088,ng
12089,ng
12090,coal
12091,hydro
12092,hydro
12093,hydro
12094,hydro
12095,hydro
12096,ng
12097,ng
12098,ng
12099,ng
12100,ng
12101,ng
12102,ng
12103,solar
12104,solar
12105,ng
12106,ng
12107,ng
12108,coal
12109,coal
12110,coal
12111,coal
12112,coal
12113,coal
12114,coal
12115,coal
12116,coal
12117,solar
12118,hydro
12119,hydro
12120,solar
12121,solar
12122,solar
12123,solar
12124,solar
12125,wind
12126,coal
12127,coal
12128,coal
12129,solar
12130,solar
12131,solar
12132,solar
12133,solar
12134,solar
12135,solar
12136,ng
12137,ng
12138,ng
12139,ng
12140,ng
12141,ng
12142,ng
12143,ng
12144,ng
12145,ng
12146,ng
12147,ng
12148,solar
12149,ng
12150,ng
12151,ng
12152,ng
12153,ng
12154,ng
12155,ng
12156,ng
12157,ng
12158,ng
12159,ng
12160,ng
12161,solar
12162,solar
12163,ng
12164,ng
12165,ng
12166,nuclear
12167,nuclear
12168,nuclear
12169,solar
12170,solar
12171,coal
12172,coal
12173,coal
12174,coal
12175,coal
12176,coal
12177,ng
12178,ng
12179,ng
12180,ng
12181,ng
12182,ng
12183,ng
12184,ng
12185,solar
12186,coal
12187,coal
12188,coal
12189,coal
12190,ng
12191,ng
12192,ng
12193,ng
12194,ng
12195,ng
12196,ng
12197,ng
12198,ng
12199,ng
12200,ng
12201,ng
12202,ng
12203,ng
12204,ng
12205,ng
12206,ng
12207,ng
12208,ng
12209,ng
12210,ng
12211,ng
12212,ng
12213,ng
12214,solar
12215,solar
12216,solar
12217,hydro
12218,hydro
12219,hydro
12220,hydro
12221,hydro
12222,hydro
12223,coal
12224,coal
12225,coal
12226,coal
12227,ng
12228,ng
12229,ng
12230,ng
12231,wind
12232,hydro
12233,solar
12234,solar
12235,hydro
12236,hydro
12237,hydro
12238,hydro
12239,ng
12240,ng
12241,ng
12242,ng
12243,ng
12244,ng
12245,solar
12246,ng
12247,ng
12248,ng
12249,ng
12250,ng
12251,ng
12252,solar
12253,solar
12254,hydro
12255,hydro
12256,hydro
12257,hydro
12258,hydro
12259,hydro
12260,solar
12261,ng
12262,ng
12263,ng
12264,solar
12265,solar
12266,ng
12267,ng
12268,ng
12269,solar
12270,ng
12271,ng
12272,ng
12273,solar
12274,solar
12275,wind
12276,ng
12277,ng
12278,ng
12279,ng
12280,ng
12281,ng
12282,ng
12283,coal
12284,ng
12285,ng
12286,ng
12287,ng
12288,ng
12289,ng
12290,ng
12291,ng
12292,hydro
12293,hydro
12294,coal
12295,coal
12296,coal
12297,coal
12298,coal
12299,solar
12300,solar
12301,solar
12302,solar
12303,solar
12304,coal
12305,coal
12306,coal
12307,ng
12308,ng
12309,ng
12310,wind
12311,ng
12312,ng
12313,ng
12314,coal
12315,coal
12316,wind
12317,ng
12318,ng
12319,wind
12320,wind
12321,ng
12322,ng
12323,ng
12324,coal
12325,coal
12326,coal
12327,coal
12328,coal
12329,ng
12330,ng
12331,ng
12332,ng
12333,ng
12334,ng
12335,coal
12336,coal
12337,ng
12338,ng
12339,ng
12340,ng
12341,ng
12342,hydro
12343,hydro
12344,hydro
12345,coal
12346,coal
12347,coal
12348,coal
12349,hydro
12350,hydro
12351,hydro
12352,hydro
12353,hydro
12354,hydro
12355,wind
12356,coal
12357,coal
12358,coal
12359,coal
12360,coal
12361,coal
12362,coal
12363,ng
12364,ng
12365,ng
12366,ng
12367,ng
12368,ng
12369,ng
12370,ng
12371,ng
12372,ng
12373,ng
12374,ng
12375,ng
12376,solar
12377,solar
12378,solar
12379,solar
12380,ng
12381,ng
12382,ng
12383,wind
12384,wind
12385,ng
12386,ng
12387,ng
12388,ng
12389,ng
12390,ng
12391,ng
12392,ng
12393,ng
12394,ng
12395,ng
12396,ng
12397,coal
12398,coal
12399,solar
12400,solar
12401,solar
12402,ng
12403,ng
12404,ng
12405,ng
12406,ng
12407,ng
12408,ng
12409,ng
12410,wind
12411,wind
12412,wind
12413,ng
12414,ng
12415,ng
12416,ng
12417,ng
12418,ng
12419,wind
12420,wind
12421,wind
12422,coal
12423,coal
12424,coal
12425,wind
12426,ng
12427,ng
12428,ng
12429,ng
12430,ng
12431,ng
12432,coal
12433,coal
12434,coal
12435,coal
12436,ng
12437,ng
12438,ng
12439,ng
12440,ng
12441,ng
12442,ng
12443,ng
12444,ng
12445,coal
12446,coal
12447,wind
12448,wind
12449,coal
12450,coal
12451,wind
12452,ng
12453,ng
12454,wind
12455,hydro
12456,coal
12457,coal
12458,coal
12459,coal
12460,coal
12461,ng
12462,ng
12463,ng
12464,ng
12465,ng
12466,ng
12467,ng
12468,coal
12469,coal
12470,coal
12471,coal
12472,hydro
12473,hydro
12474,hydro
12475,hydro
12476,coal
12477,ng
12478,ng
12479,wind
12480,ng
12481,ng
12482,ng
12483,hydro
12484,hydro
12485,ng
12486,ng
12487,ng
12488,ng
12489,ng
12490,ng
12491,ng
12492,ng
12493,coal
12494,coal
12495,coal
12496,wind
12497,hydro
12498,hydro
12499,hydro
12500,ng
12501,ng
12502,ng
12503,ng
12504,ng
12505,ng
12506,ng
12507,ng
12508,hydro
12509,hydro
12510,hydro
12511,hydro
12512,solar
12513,solar
12514,solar
12515,solar
12516,solar
12517,hydro
12518,hydro
12519,hydro
12520,ng
12521,hydro
12522,hydro
12523,ng
12524,ng
12525,wind
12526,wind
12527,wind
12528,ng
12529,ng
12530,ng
12531,ng
12532,ng
12533,hydro
12534,hydro
12535,ng
12536,ng
12537,ng
12538,ng
12539,ng
12540,ng
12541,ng
12542,ng
12543,ng
12544,ng
12545,ng
12546,ng
12547,ng
12548,ng
12549,ng
12550,ng
12551,ng
12552,ng
12553,ng
12554,coal
12555,coal
12556,coal
12557,hydro
12558,hydro
12559,hydro
12560,hydro
12561,ng
12562,ng
12563,wind
12564,coal
12565,coal
12566,coal
12567,wind
12568,wind
12569,wind
12570,ng
12571,ng
12572,ng
12573,coal
12574,coal
12575,coal
12576,coal
12577,coal
12578,coal
12579,coal
12580,coal
12581,coal
12582,coal
12583,wind
12584,coal
12585,wind
12586,wind
12587,coal
12588,coal
12589,hydro
12590,hydro
12591,wind
12592,wind
12593,coal
12594,coal
12595,coal
12596,coal
12597,wind
12598,wind
12599,wind
12600,wind
12601,wind
12602,wind
12603,coal
12604,ng
12605,ng
12606,ng
12607,ng
12608,wind
12609,coal
12610,coal
12611,coal
12612,coal
12613,coal
12614,coal
12615,coal
12616,coal
12617,wind
12618,wind
12619,coal
12620,coal
12621,coal
12622,coal
12623,wind
12624,hydro
12625,hydro
12626,hydro
12627,hydro
12628,hydro
12629,hydro
12630,hydro
12631,ng
12632,ng
12633,ng
12634,ng
12635,ng
12636,ng
12637,ng
12638,ng
12639,ng
12640,ng
12641,wind
12642,coal
12643,coal
12644,coal
12645,coal
12646,wind
12647,wind
12648,wind
12649,wind
12650,hydro
12651,hydro
12652,hydro
12653,hydro
12654,hydro
12655,hydro
12656,coal
12657,ng
12658,ng
12659,ng
12660,hydro
12661,hydro
12662,hydro
12663,hydro
12664,hydro
12665,hydro
12666,hydro
12667,hydro
12668,hydro
12669,hydro
12670,ng
12671,ng
12672,ng
12673,ng
12674,ng
12675,solar
12676,solar
12677,solar
12678,solar
12679,hydro
12680,hydro
12681,hydro
12682,hydro
12683,hydro
12684,ng
12685,ng
12686,ng
12687,wind
12688,wind
12689,wind
12690,hydro
12691,hydro
12692,hydro
12693,wind
12694,wind
12695,wind
12696,hydro
12697,hydro
12698,hydro
12699,hydro
12700,ng
12701,ng
12702,hydro
12703,hydro
12704,hydro
12705,hydro
12706,hydro
12707,hydro
12708,hydro
12709,hydro
12710,hydro
12711,wind
12712,wind
12713,wind
12714,hydro
12715,hydro
12716,hydro
12717,wind
12718,hydro
12719,hydro
12720,hydro
12721,hydro
12722,hydro
12723,hydro
12724,hydro
12725,wind
12726,wind
12727,wind
12728,wind
12729,hydro
12730,hydro
12731,hydro
12732,wind
12733,wind
12734,wind
12735,hydro
12736,hydro
12737,hydro
12738,wind
12739,wind
12740,wind
12741,wind
12742,wind
12743,wind
12744,wind
12745,wind
12746,hydro
12747,hydro
12748,hydro
12749,hydro
12750,hydro
12751,wind
12752,wind
12753,solar
12754,solar
12755,hydro
12756,hydro
12757,hydro
12758,wind
12759,hydro
12760,hydro
12761,hydro
12762,hydro
12763,hydro
12764,hydro
12765,hydro
12766,hydro
12767,hydro
12768,hydro
12769,hydro
12770,hydro
12771,hydro
12772,ng
12773,ng
12774,hydro
12775,hydro
12776,hydro
12777,hydro
12778,wind
12779,wind
12780,wind
12781,wind
12782,hydro
12783,hydro
12784,hydro
12785,hydro
12786,hydro
12787,ng
12788,ng
12789,ng
12790,coal
12791,hydro
12792,hydro
12793,hydro
12794,wind
12795,wind
12796,wind
12797,coal
12798,hydro
12799,hydro
12800,hydro
12801,hydro
12802,hydro
12803,hydro
12804,hydro
12805,hydro
12806,hydro
12807,hydro
12808,hydro
12809,hydro
12810,wind
12811,wind
12812,hydro
12813,hydro
12814,hydro
12815,hydro
12816,hydro
12817,hydro
12818,hydro
12819,hydro
12820,coal
12821,wind
12822,wind
12823,hydro
12824,hydro
12825,hydro
12826,hydro
12827,hydro
12828,hydro
12829,coal
12830,coal
12831,coal
12832,coal
12833,ng
12834,ng
12835,ng
12836,ng
12837,ng
12838,ng
12839,hydro
12840,hydro
12841,hydro
12842,hydro
12843,hydro
12844,hydro
12845,hydro
12846,hydro
12847,hydro
12848,hydro
12849,hydro
12850,hydro
12851,wind
12852,coal
12853,wind
12854,ng
12855,hydro
12856,hydro
12857,hydro
12858,hydro
12859,hydro
12860,hydro
12861,hydro
12862,hydro
12863,hydro
12864,ng
12865,ng
12866,ng
12867,ng
12868,ng
12869,ng
12870,ng
12871,ng
12872,ng
12873,ng
12874,solar
12875,wind
12876,wind
12877,wind
12878,solar
12879,wind
12880,wind
12881,wind
12882,wind
12883,wind
12884,wind
12885,wind
12886,wind
12887,ng
12888,ng
12889,ng
12890,ng
12891,ng
12892,ng
12893,wind
12894,ng
12895,ng
12896,solar
12897,solar
12898,wind
12899,wind
12900,ng
12901,ng
12902,ng
12903,ng
12904,ng
12905,ng
12906,ng
12907,ng
12908,ng
12909,ng
12910,wind
12911,wind
12912,wind
12913,wind
12914,wind
12915,ng
12916,ng
12917,ng
12918,wind
12919,wind
12920,ng
12921,ng
12922,wind
12923,coal
12924,coal
12925,wind
12926,wind
12927,wind
12928,wind
12929,wind
12930,ng
12931,ng
12932,ng
12933,wind
12934,wind
12935,wind
12936,wind
12937,wind
12938,ng
12939,ng
12940,ng
12941,ng
12942,ng
12943,ng
12944,ng
12945,ng
12946,ng
12947,wind
12948,wind
12949,wind
12950,wind
12951,wind
12952,wind
12953,wind
12954,wind
12955,ng
12956,ng
12957,ng
12958,wind
12959,wind
12960,wind
12961,wind
12962,wind
12963,wind
12964,wind
12965,wind
12966,wind
12967,wind
12968,wind
12969,wind
12970,wind
12971,wind
12972,wind
12973,wind
12974,wind
12975,wind
12976,wind
12977,hydro
12978,hydro
12979,wind
12980,wind
12981,wind
12982,wind
12983,wind
12984,solar
12985,wind
12986,wind
12987,wind
12988,wind
12989,ng
12990,ng
12991,ng
12992,wind
12993,wind
12994,wind
12995,coal
12996,coal
12997,hydro
12998,hydro
12999,ng
13000,wind
13001,ng
13002,ng
13003,ng
13004,ng
13005,ng
13006,ng
13007,ng
13008,ng
13009,ng
13010,ng
13011,ng
13012,ng
13013,ng
13014,ng
13015,ng
13016,coal
13017,coal
13018,coal
13019,coal
13020,coal
13021,coal
13022,coal
13023,coal
13024,coal
13025,wind
13026,ng
13027,ng
13028,ng
13029,ng
13030,ng
13031,ng
13032,ng
13033,ng
13034,wind
13035,wind
13036,ng
13037,ng
13038,ng
13039,ng
13040,wind
13041,wind
13042,wind
13043,wind
13044,ng
13045,ng
13046,ng
13047,ng
13048,ng
13049,ng
13050,ng
13051,ng
13052,ng
13053,ng
13054,wind
13055,wind
13056,wind
13057,ng
13058,ng
13059,ng
13060,ng
13061,ng
13062,ng
13063,ng
13064,ng
13065,ng
13066,ng
13067,ng
13068,ng
13069,ng
13070,ng
13071,ng
13072,ng
13073,ng
13074,ng
13075,coal
13076,coal
13077,ng
13078,ng
13079,wind
13080,wind
13081,ng
13082,ng
13083,ng
13084,wind
13085,wind
13086,nuclear
13087,nuclear
13088,ng
13089,ng
13090,ng
13091,ng
13092,ng
13093,ng
13094,ng
13095,ng
13096,ng
13097,ng
13098,ng
13099,ng
13100,ng
13101,ng
13102,ng
13103,ng
13104,hydro
13105,ng
13106,coal
13107,ng
13108,ng
13109,ng
13110,ng
13111,ng
13112,ng
13113,ng
13114,ng
13115,ng
13116,wind
13117,ng
13118,ng
13119,ng
13120,ng
13121,ng
13122,ng
13123,ng
13124,ng
13125,ng
13126,ng
13127,ng
13128,ng
13129,ng
13130,ng
13131,ng
13132,ng
13133,ng
13134,ng
13135,ng
13136,ng
13137,ng
13138,ng
13139,ng
13140,ng
13141,hydro
13142,ng
13143,ng
13144,ng
13145,ng
13146,ng
13147,ng
13148,ng
13149,ng
13150,ng
13151,ng
13152,ng
13153,ng
13154,ng
13155,ng
13156,coal
13157,coal
13158,coal
13159,hydro
13160,hydro
13161,solar
13162,solar
13163,solar
13164,solar
13165,solar
13166,solar
13167,ng
13168,ng
13169,ng
13170,coal
13171,coal
13172,ng
13173,ng
13174,ng
13175,ng
13176,ng
13177,ng
13178,ng
13179,ng
13180,ng
13181,ng
13182,hydro
13183,ng
13184,ng
13185,ng
13186,ng
13187,ng
13188,ng
13189,ng
13190,ng
13191,ng
13192,ng
13193,ng
13194,ng
13195,ng
13196,ng
13197,ng
13198,hydro
13199,hydro
13200,hydro
13201,hydro
13202,hydro
